current_state,year,population,from,from_different_state_Total
District of Columbia ,2013,636535,Alaska,46571
Florida,2013,19345059,Alaska,529406
Georgia,2013,9870319,Alaska,278972
Hawaii,2013,1387361,Alaska,58083
Idaho,2013,1592596,Alaska,61592
Illinois,2013,12740816,Alaska,223605
Indiana,2013,6492306,Alaska,133508
Iowa,2013,3053635,Alaska,75650
Kansas,2013,2854869,Alaska,89735
Kentucky,2013,4345186,Alaska,103207
Louisiana,2013,4568320,Alaska,91889
Maine,2013,1315753,Alaska,36780
Maryland,2013,5857213,Alaska,161525
Massachusetts,2013,6619999,Alaska,135150
Michigan,2013,9784094,Alaska,144091
Minnesota,2013,5353441,Alaska,104825
Mississippi,2013,2957797,Alaska,68588
Missouri,2013,5973448,Alaska,159936
Montana,2013,1003013,Alaska,40035
Nebraska,2013,1842900,Alaska,45854
Nevada,2013,2757365,Alaska,126583
New Hampshire,2013,1310978,Alaska,44867
New Jersey,2013,8803679,Alaska,136907
New Mexico,2013,2059689,Alaska,56808
New York,2013,19431954,Alaska,272066
North Carolina,2013,9737365,Alaska,275922
North Dakota,2013,714804,Alaska,38908
Ohio,2013,11439593,Alaska,185749
Oklahoma,2013,3801521,Alaska,109255
Oregon,2013,3888216,Alaska,143841
Pennsylvania,2013,12639493,Alaska,224280
Rhode Island,2013,1040986,Alaska,34108
South Carolina,2013,4720602,Alaska,166047
South Dakota,2013,832703,Alaska,30042
Tennessee,2013,6419226,Alaska,186525
Texas,2013,26087349,Alaska,548034
Utah,2013,2854667,Alaska,97869
Vermont,2013,621256,Alaska,23180
Virginia,2013,8163664,Alaska,266348
Washington,2013,6888552,Alaska,208215
West Virginia,2013,1837863,Alaska,51957
Wisconsin,2013,5681024,Alaska,100846
Wyoming,2013,575933,Alaska,27584
Puerto Rico,2013,3579220,Alaska,24652
Alabama,2014,4791931,Alaska,107919
Alaska,2014,725206,Alaska,37842
Arizona,2014,6651964,Alaska,249730
Arkansas,2014,2931123,Alaska,74741
California,2014,38340324,Alaska,513968
Colorado,2014,5293943,Alaska,218728
Connecticut,2014,3558915,Alaska,82746
Delaware,2014,924770,Alaska,32166
District of Columbia ,2014,648586,Alaska,56234
Florida,2014,19683763,Alaska,546501
Georgia,2014,9970167,Alaska,274095
Hawaii,2014,1401004,Alaska,58144
Idaho,2014,1613068,Alaska,64633
Illinois,2014,12730206,Alaska,209536
Indiana,2014,6516181,Alaska,139846
Iowa,2014,3067872,Alaska,79194
Kansas,2014,2866584,Alaska,96467
Kentucky,2014,4357819,Alaska,104975
Louisiana,2014,4593505,Alaska,97814
Maine,2014,1317638,Alaska,39065
Maryland,2014,5911235,Alaska,156787
Massachusetts,2014,6674907,Alaska,146622
Michigan,2014,9795659,Alaska,149991
Minnesota,2014,5385219,Alaska,106783
Mississippi,2014,2957658,Alaska,73927
Missouri,2014,5992195,Alaska,153320
Montana,2014,1012169,Alaska,37561
Nebraska,2014,1855356,Alaska,52200
Nevada,2014,2806170,Alaska,130390
New Hampshire,2014,1314735,Alaska,41393
New Jersey,2014,8840346,Alaska,128911
New Mexico,2014,2060189,Alaska,68917
New York,2014,19528220,Alaska,258571
North Carolina,2014,9832152,Alaska,286533
North Dakota,2014,729874,Alaska,39059
Ohio,2014,11464891,Alaska,196742
Oklahoma,2014,3827288,Alaska,111346
Oregon,2014,3927857,Alaska,137008
Pennsylvania,2014,12645888,Alaska,232889
Rhode Island,2014,1045791,Alaska,32621
South Carolina,2014,4780659,Alaska,171969
South Dakota,2014,842076,Alaska,28198
Tennessee,2014,6471445,Alaska,182130
Texas,2014,26588600,Alaska,538572
Utah,2014,2894001,Alaska,90234
Vermont,2014,620898,Alaska,22635
Virginia,2014,8224054,Alaska,262477
Washington,2014,6979369,Alaska,220259
West Virginia,2014,1831414,Alaska,47957
Wisconsin,2014,5692727,Alaska,117831
Wyoming,2014,577782,Alaska,25992
Puerto Rico,2014,3511186,Alaska,19771
Alabama,2015,4801599,Alaska,114876
Alaska,2015,727862,Alaska,34696
Arizona,2015,6747595,Alaska,253281
Arkansas,2015,2938341,Alaska,81594
California,2015,38675135,Alaska,514477
Colorado,2015,5393067,Alaska,227445
Connecticut,2015,3554844,Alaska,76997
Delaware,2015,935813,Alaska,44495
District of Columbia ,2015,663006,Alaska,59905
Florida,2015,20068392,Alaska,584938
Georgia,2015,10088525,Alaska,283325
Hawaii,2015,1414355,Alaska,53742
Idaho,2015,1635366,Alaska,73809
Illinois,2015,12706393,Alaska,209828
Indiana,2015,6540691,Alaska,147529
Iowa,2015,3081446,Alaska,85937
Kansas,2015,2875640,Alaska,91340
Kentucky,2015,4373403,Alaska,106918
Louisiana,2015,4612024,Alaska,93321
Maine,2015,1317444,Alaska,30123
Maryland,2015,5934005,Alaska,168894
Massachusetts,2015,6725678,Alaska,132642
Michigan,2015,9811416,Alaska,142639
Minnesota,2015,5419822,Alaska,108476
Mississippi,2015,2959289,Alaska,69351
Missouri,2015,6015580,Alaska,159152
Montana,2015,1019646,Alaska,42760
Nebraska,2015,1869217,Alaska,52950
Nevada,2015,2859489,Alaska,135999
New Hampshire,2015,1318121,Alaska,53446
New Jersey,2015,8854363,Alaska,144074
New Mexico,2015,2060441,Alaska,55753
New York,2015,19570171,Alaska,257611
North Carolina,2015,9927547,Alaska,310612
North Dakota,2015,745291,Alaska,42618
Ohio,2015,11482142,Alaska,203475
Oklahoma,2015,3864908,Alaska,110878
Oregon,2015,3985712,Alaska,141162
Pennsylvania,2015,12662192,Alaska,232683
Rhode Island,2015,1045062,Alaska,38344
South Carolina,2015,4839984,Alaska,170366
South Dakota,2015,848285,Alaska,26962
Tennessee,2015,6522259,Alaska,195923
Texas,2015,27092848,Alaska,553032
Utah,2015,2947423,Alaska,97361
Vermont,2015,619952,Alaska,21232
Virginia,2015,8283737,Alaska,277715
Washington,2015,7089143,Alaska,230907
West Virginia,2015,1823753,Alaska,42078
Wisconsin,2015,5708201,Alaska,106511
Wyoming,2015,579102,Alaska,35947
Puerto Rico,2015,3443445,Alaska,24762
Alabama,2016,4810126,Alaska,122220
Alaska,2016,731760,Alaska,31300
Arizona,2016,6851836,Alaska,273257
Arkansas,2016,2949650,Alaska,71083
California,2016,38783436,Alaska,514758
Colorado,2016,5476928,Alaska,223260
Connecticut,2016,3541758,Alaska,75586
Delaware,2016,942073,Alaska,33400
District of Columbia ,2016,672022,Alaska,58154
Florida,2016,20401575,Alaska,605018
Georgia,2016,10179860,Alaska,305040
Hawaii,2016,1410258,Alaska,57229
Idaho,2016,1663756,Alaska,71556
Illinois,2016,12654142,Alaska,203713
Indiana,2016,6554084,Alaska,145782
Iowa,2016,3097283,Alaska,78263
Kansas,2016,2870529,Alaska,88830
Kentucky,2016,4385213,Alaska,113238
Louisiana,2016,4622042,Alaska,85371
Maine,2016,1319292,Alaska,38590
Maryland,2016,5949566,Alaska,158647
Massachusetts,2016,6745441,Alaska,149408
Michigan,2016,9813772,Alaska,155874
Minnesota,2016,5455904,Alaska,111307
Mississippi,2016,2951081,Alaska,64639
Missouri,2016,6022165,Alaska,162809
Montana,2016,1032794,Alaska,37775
Nebraska,2016,1882987,Alaska,51448
Nevada,2016,2907243,Alaska,117899
New Hampshire,2016,1322101,Alaska,52457
New Jersey,2016,8852286,Alaska,144359
New Mexico,2016,2057857,Alaska,64802
New York,2016,19526443,Alaska,260723
North Carolina,2016,10032407,Alaska,330896
North Dakota,2016,746271,Alaska,29655
Ohio,2016,11481752,Alaska,195396
Oklahoma,2016,3873232,Alaska,102000
Oregon,2016,4052221,Alaska,139334
Pennsylvania,2016,12645493,Alaska,252060
Rhode Island,2016,1045691,Alaska,32800
South Carolina,2016,4903788,Alaska,165230
South Dakota,2016,853832,Alaska,31789
Tennessee,2016,6580953,Alaska,170867
Texas,2016,27472626,Alaska,531996
Utah,2016,3002244,Alaska,107083
Vermont,2016,619387,Alaska,21262
Virginia,2016,8312297,Alaska,264164
Washington,2016,7202119,Alaska,257728
West Virginia,2016,1810709,Alaska,47196
Wisconsin,2016,5712104,Alaska,118814
Wyoming,2016,577567,Alaska,26471
Puerto Rico,2016,3384760,Alaska,21196
Alabama,2017,4819343,Alaska,111803
Alaska,2017,730874,Alaska,30199
Arizona,2017,6935358,Alaska,261727
Arkansas,2017,2968395,Alaska,79411
California,2017,39085984,Alaska,523131
Colorado,2017,5542282,Alaska,226933
Connecticut,2017,3556297,Alaska,83325
Delaware,2017,952449,Alaska,38532
District of Columbia ,2017,684810,Alaska,56231
Florida,2017,20772371,Alaska,566476
Georgia,2017,10299497,Alaska,278889
Hawaii,2017,1410750,Alaska,46457
Idaho,2017,1694182,Alaska,71899
Illinois,2017,12659328,Alaska,195092
Indiana,2017,6591598,Alaska,142290
Iowa,2017,3106880,Alaska,77072
Kansas,2017,2876925,Alaska,86154
Kentucky,2017,4404279,Alaska,103985
Louisiana,2017,4629962,Alaska,72836
Maine,2017,1322591,Alaska,34252
Maryland,2017,5988007,Alaska,165654
Massachusetts,2017,6789798,Alaska,146299
Michigan,2017,9851330,Alaska,148787
Minnesota,2017,5510902,Alaska,115623
Mississippi,2017,2946971,Alaska,73549
Missouri,2017,6039877,Alaska,164957
Montana,2017,1039170,Alaska,35456
Nebraska,2017,1894217,Alaska,52507
Nevada,2017,2963456,Alaska,133074
New Hampshire,2017,1330742,Alaska,52893
New Jersey,2017,8910191,Alaska,152106
New Mexico,2017,2062628,Alaska,57255
New York,2017,19638923,Alaska,285252
North Carolina,2017,10158556,Alaska,313834
North Dakota,2017,744641,Alaska,37315
Ohio,2017,11520109,Alaska,198929
Oklahoma,2017,3875922,Alaska,101961
Oregon,2017,4102048,Alaska,149513
Pennsylvania,2017,12674642,Alaska,250120
Rhode Island,2017,1048549,Alaska,36850
South Carolina,2017,4966211,Alaska,166573
South Dakota,2017,856726,Alaska,26106
Tennessee,2017,6642072,Alaska,191909
Texas,2017,27924632,Alaska,524511
Utah,2017,3056193,Alaska,99584
Vermont,2017,619089,Alaska,21868
Virginia,2017,8372522,Alaska,250490
Washington,2017,7318811,Alaska,260787
West Virginia,2017,1798306,Alaska,40007
Wisconsin,2017,5731549,Alaska,112519
Wyoming,2017,573483,Alaska,18511
Puerto Rico,2017,3313519,Alaska,20167
Alabama,2018,4832358,Alaska,109301
Alaska,2018,727164,Alaska,32099
Arizona,2018,7090137,Alaska,273714
Arkansas,2018,2975961,Alaska,73179
California,2018,39114889,Alaska,501023
Colorado,2018,5633029,Alaska,239153
Connecticut,2018,3538203,Alaska,84718
Delaware,2018,958770,Alaska,34451
District of Columbia ,2018,693798,Alaska,47555
Florida,2018,21092877,Alaska,587261
Georgia,2018,10410462,Alaska,274273
Hawaii,2018,1403653,Alaska,54074
Idaho,2018,1734756,Alaska,79765
Illinois,2018,12599244,Alaska,206620
Indiana,2018,6612948,Alaska,145256
Iowa,2018,3119306,Alaska,74199
Kansas,2018,2874208,Alaska,95748
Kentucky,2018,4414714,Alaska,110456
Louisiana,2018,4603081,Alaska,81355
Maine,2018,1324095,Alaska,34706
Maryland,2018,5974521,Alaska,163216
Massachusetts,2018,6834364,Alaska,144042
Michigan,2018,9891083,Alaska,139276
Minnesota,2018,5543490,Alaska,100270
Mississippi,2018,2955717,Alaska,68000
Missouri,2018,6053109,Alaska,152326
Montana,2018,1051757,Alaska,43375
Nebraska,2018,1905843,Alaska,54579
Nevada,2018,3003761,Alaska,127362
New Hampshire,2018,1344750,Alaska,48367
New Jersey,2018,8815804,Alaska,159846
New Mexico,2018,2072546,Alaska,60068
New York,2018,19329704,Alaska,254447
North Carolina,2018,10274540,Alaska,318681
North Dakota,2018,749825,Alaska,33735
Ohio,2018,11555163,Alaska,198026
Oklahoma,2018,3895983,Alaska,106943
Oregon,2018,4152756,Alaska,140627
Pennsylvania,2018,12674699,Alaska,253520
Rhode Island,2018,1047975,Alaska,32841
South Carolina,2018,5029034,Alaska,186505
South Dakota,2018,871271,Alaska,26775
Tennessee,2018,6692936,Alaska,209377
Texas,2018,28333482,Alaska,563945
Utah,2018,3114717,Alaska,100824
Vermont,2018,621681,Alaska,26306
Virginia,2018,8424340,Alaska,274003
Washington,2018,7453439,Alaska,260906
West Virginia,2018,1787630,Alaska,43841
Wisconsin,2018,5751525,Alaska,114613
Wyoming,2018,570867,Alaska,25734
Puerto Rico,2018,3173956,Alaska,20900
Alabama,2019,4849509,Alaska,104780
Alaska,2019,722063,Alaska,34031
Arizona,2019,7200620,Alaska,253295
Arkansas,2019,2989054,Alaska,59723
California,2019,39084048,Alaska,480204
Colorado,2019,5701658,Alaska,240600
Connecticut,2019,3531986,Alaska,90044
Delaware,2019,964817,Alaska,38014
District of Columbia ,2019,697556,Alaska,58879
Florida,2019,21269409,Alaska,601611
Georgia,2019,10499808,Alaska,284541
Hawaii,2019,1396819,Alaska,49708
Idaho,2019,1764327,Alaska,78730
Illinois,2019,12536539,Alaska,190627
Indiana,2019,6656971,Alaska,151443
Iowa,2019,3121385,Alaska,72651
Kansas,2019,2879518,Alaska,94648
Kentucky,2019,4421512,Alaska,100057
Louisiana,2019,4595111,Alaska,67640
Maine,2019,1331656,Alaska,36129
Maryland,2019,5979602,Alaska,141766
Massachusetts,2019,6828110,Alaska,144079
Michigan,2019,9880758,Alaska,132008
Minnesota,2019,5575235,Alaska,106920
Mississippi,2019,2943737,Alaska,61683
Missouri,2019,6069697,Alaska,152345
Montana,2019,1056994,Alaska,40862
Nebraska,2019,1910711,Alaska,46064
Nevada,2019,3048602,Alaska,132950
New Hampshire,2019,1350155,Alaska,50288
New Jersey,2019,8791672,Alaska,149260
New Mexico,2019,2073628,Alaska,55545
New York,2019,19240920,Alaska,254806
North Carolina,2019,10371906,Alaska,315215
North Dakota,2019,750501,Alaska,36668
Ohio,2019,11556037,Alaska,205542
Oklahoma,2019,3907258,Alaska,101844
Oregon,2019,4178578,Alaska,129921
Pennsylvania,2019,12670245,Alaska,267465
Rhode Island,2019,1050602,Alaska,34984
South Carolina,2019,5092727,Alaska,176008
South Dakota,2019,872708,Alaska,26934
Tennessee,2019,6754461,Alaska,196765
Texas,2019,28642658,Alaska,559661
Utah,2019,3162102,Alaska,95608
Vermont,2019,617560,Alaska,21212
Virginia,2019,8439982,Alaska,264855
Washington,2019,7527366,Alaska,231956
West Virginia,2019,1773280,Alaska,39548
Wisconsin,2019,5760481,Alaska,107973
Wyoming,2019,572884,Alaska,30247
Puerto Rico,2019,3175835,Alaska,31144
Alabama,2010,4729509,Arizona,108723
Alaska,2010,702974,Arizona,36326
Arizona,2010,6332786,Arizona,222725
Arkansas,2010,2888304,Arizona,79127
California,2010,36907897,Arizona,444749
Colorado,2010,4988190,Arizona,186366
Connecticut,2010,3541146,Arizona,77333
Delaware,2010,889812,Arizona,30759
District of Columbia ,2010,596747,Arizona,51244
Florida,2010,18647600,Arizona,482889
Georgia,2010,9587237,Arizona,249459
Hawaii,2010,1346274,Arizona,53581
Idaho,2010,1550967,Arizona,55638
Illinois,2010,12680126,Arizona,203959
Indiana,2010,6414862,Arizona,127353
Iowa,2010,3013053,Arizona,72557
Kansas,2010,2820894,Arizona,95059
Kentucky,2010,4296639,Arizona,118443
Louisiana,2010,4483529,Arizona,97889
Maine,2010,1313902,Arizona,27758
Maryland,2010,5716785,Arizona,164484
Massachusetts,2010,6489250,Arizona,140162
Michigan,2010,9762127,Arizona,116149
Minnesota,2010,5244256,Arizona,89872
Mississippi,2010,2931228,Arizona,72321
Missouri,2010,5920858,Arizona,145226
Montana,2010,978507,Arizona,35630
Nebraska,2010,1802697,Arizona,51290
Nevada,2010,2667364,Arizona,102677
New Hampshire,2010,1303865,Arizona,39367
New Jersey,2010,8709933,Arizona,127369
New Mexico,2010,2039549,Arizona,73605
New York,2010,19171916,Arizona,269427
North Carolina,2010,9443000,Arizona,263256
North Dakota,2010,665654,Arizona,30100
Ohio,2010,11405101,Arizona,172633
Oklahoma,2010,3716264,Arizona,106511
Oregon,2010,3794008,Arizona,116700
Pennsylvania,2010,12577555,Arizona,235580
Rhode Island,2010,1042240,Arizona,32059
South Carolina,2010,4577399,Arizona,152441
South Dakota,2010,805616,Arizona,25777
Tennessee,2010,6282706,Arizona,159778
Texas,2010,24899075,Arizona,486558
Utah,2010,2724064,Arizona,77780
Vermont,2010,619363,Arizona,22529
Virginia,2010,7930773,Arizona,259507
Washington,2010,6661321,Arizona,191784
West Virginia,2010,1833535,Arizona,39609
Wisconsin,2010,5623196,Arizona,93065
Wyoming,2010,556954,Arizona,28046
Puerto Rico,2010,3676493,Arizona,31732
Alabama,2011,4745278,Arizona,117726
Alaska,2011,711962,Arizona,35084
Arizona,2011,6402301,Arizona,222877
Arkansas,2011,2906632,Arizona,69845
California,2011,37222678,Arizona,468428
Colorado,2011,5048443,Arizona,202124
Connecticut,2011,3548667,Arizona,71502
Delaware,2011,897187,Arizona,33912
District of Columbia ,2011,611608,Arizona,48066
Florida,2011,18863948,Arizona,498597
Georgia,2011,9699859,Arizona,271077
Hawaii,2011,1357806,Arizona,57542
Idaho,2011,1559637,Arizona,60336
Illinois,2011,12718402,Arizona,216204
Indiana,2011,6437155,Arizona,127874
Iowa,2011,3027718,Arizona,70405
Kansas,2011,2833584,Arizona,83640
Kentucky,2011,4316297,Arizona,110031
Louisiana,2011,4518629,Arizona,99138
Maine,2011,1315833,Arizona,33818
Maryland,2011,5759087,Arizona,153979
Massachusetts,2011,6515057,Arizona,139830
Michigan,2011,9766574,Arizona,139158
Minnesota,2011,5277329,Arizona,101029
Mississippi,2011,2943021,Arizona,68511
Missouri,2011,5937896,Arizona,149439
Montana,2011,987076,Arizona,33553
Nebraska,2011,1817126,Arizona,52070
Nevada,2011,2688336,Arizona,110345
New Hampshire,2011,1305678,Arizona,37000
New Jersey,2011,8719952,Arizona,140194
New Mexico,2011,2055293,Arizona,62130
New York,2011,19248685,Arizona,282209
North Carolina,2011,9539412,Arizona,265291
North Dakota,2011,675161,Arizona,32510
Ohio,2011,11418944,Arizona,191778
Oklahoma,2011,3742698,Arizona,108878
Oregon,2011,3828714,Arizona,127906
Pennsylvania,2011,12610486,Arizona,234291
Rhode Island,2011,1040022,Arizona,26769
South Carolina,2011,4624180,Arizona,157644
South Dakota,2011,814175,Arizona,27506
Tennessee,2011,6333466,Arizona,170969
Texas,2011,25327104,Arizona,514726
Utah,2011,2769627,Arizona,85217
Vermont,2011,621354,Arizona,20463
Virginia,2011,7996552,Arizona,257130
Washington,2011,6748474,Arizona,208507
West Virginia,2011,1836614,Arizona,50068
Wisconsin,2011,5647213,Arizona,109439
Wyoming,2011,561389,Arizona,30651
Puerto Rico,2011,3669195,Arizona,22649
Alabama,2012,4764428,Arizona,104600
Alaska,2012,721186,Arizona,33415
Arizona,2012,6468907,Arizona,232457
Arkansas,2012,2912680,Arizona,76948
California,2012,37572738,Arizona,493641
Colorado,2012,5123944,Arizona,205060
Connecticut,2012,3555319,Arizona,80311
Delaware,2012,906576,Arizona,34757
District of Columbia ,2012,624847,Arizona,53830
Florida,2012,19114620,Arizona,537148
Georgia,2012,9796547,Arizona,277466
Hawaii,2012,1374852,Arizona,55145
Idaho,2012,1573036,Arizona,59283
Illinois,2012,12725119,Arizona,208755
Indiana,2012,6457067,Arizona,134137
Iowa,2012,3035469,Arizona,75760
Kansas,2012,2848708,Arizona,88284
Kentucky,2012,4328626,Arizona,112787
Louisiana,2012,4545914,Arizona,91215
Maine,2012,1315586,Arizona,27523
Maryland,2012,5816472,Arizona,154983
Massachusetts,2012,6580641,Arizona,142577
Michigan,2012,9778980,Arizona,133981
Minnesota,2012,5315228,Arizona,101042
Mississippi,2012,2947696,Arizona,73500
Missouri,2012,5951913,Arizona,162930
Montana,2012,995544,Arizona,37690
Nebraska,2012,1829420,Arizona,43266
Nevada,2012,2725280,Arizona,124285
New Hampshire,2012,1309203,Arizona,50484
New Jersey,2012,8772744,Arizona,130223
New Mexico,2012,2060595,Arizona,54693
New York,2012,19352153,Arizona,270053
North Carolina,2012,9640490,Arizona,273149
North Dakota,2012,689838,Arizona,38213
Ohio,2012,11414635,Arizona,196391
Oklahoma,2012,3762311,Arizona,108972
Oregon,2012,3857465,Arizona,118925
Pennsylvania,2012,12630082,Arizona,215500
Rhode Island,2012,1040527,Arizona,33446
South Carolina,2012,4668886,Arizona,156705
South Dakota,2012,821669,Arizona,26051
Tennessee,2012,6378278,Arizona,177098
Texas,2012,25711791,Arizona,507752
Utah,2012,2805440,Arizona,87870
Vermont,2012,620224,Arizona,24431
Virginia,2012,8085389,Arizona,250653
Washington,2012,6815763,Arizona,215494
West Virginia,2012,1837518,Arizona,47125
Wisconsin,2012,5660677,Arizona,99192
Wyoming,2012,569734,Arizona,31149
Puerto Rico,2012,3628402,Arizona,20044
Alabama,2013,4781296,Arizona,104102
Alaska,2013,725193,Arizona,34360
Arizona,2013,6543362,Arizona,236146
Arkansas,2013,2923642,Arizona,70621
California,2013,37873189,Arizona,485477
Colorado,2013,5206012,Arizona,206543
Connecticut,2013,3562959,Arizona,88351
Delaware,2013,914025,Arizona,36790
District of Columbia ,2013,636535,Arizona,46571
Florida,2013,19345059,Arizona,529406
Georgia,2013,9870319,Arizona,278972
Hawaii,2013,1387361,Arizona,58083
Idaho,2013,1592596,Arizona,61592
Illinois,2013,12740816,Arizona,223605
Indiana,2013,6492306,Arizona,133508
Iowa,2013,3053635,Arizona,75650
Kansas,2013,2854869,Arizona,89735
Kentucky,2013,4345186,Arizona,103207
Louisiana,2013,4568320,Arizona,91889
Maine,2013,1315753,Arizona,36780
Maryland,2013,5857213,Arizona,161525
Massachusetts,2013,6619999,Arizona,135150
Michigan,2013,9784094,Arizona,144091
Minnesota,2013,5353441,Arizona,104825
