state,year,median_sale_price,homes_sold
Illinois,2020-03-01,221000,1072
New Mexico,2012-10-01,232000,7
California,2022-03-01,845600,26972
New Mexico,2014-06-01,315300,155
Virginia,2019-10-01,354500,1866
New Jersey,2018-04-01,292500,710
Delaware,2015-08-01,50000,3
Kansas,2018-11-01,214300,14
Maryland,2020-10-01,273800,2953
Maine,2016-12-01,219900,61
Massachusetts,2015-01-01,340400,3974
Nevada,2019-12-01,263200,305
Illinois,2020-03-01,230900,8024
New Jersey,2015-08-01,221800,395
South Dakota,2016-08-01,185400,470
Georgia,2012-03-01,114900,7080
Rhode Island,2013-06-01,230200,161
Indiana,2018-06-01,189700,5358
Ohio,2018-10-01,153100,12484
Nebraska,2020-11-01,242200,97
Wisconsin,2014-12-01,118000,89
Pennsylvania,2012-03-01,89000,174
Indiana,2014-12-01,63600,51
Utah,2014-01-01,172300,193
Hawaii,2018-01-01,678800,8
South Dakota,2021-11-01,264200,427
Delaware,2014-05-01,78500,7
Nevada,2016-01-01,208800,35
Texas,2017-03-01,241700,264
Idaho,2020-01-01,380600,39
New Hampshire,2021-12-01,394100,1419
Texas,2017-10-01,187700,845
Delaware,2014-08-01,205900,712
North Carolina,2015-04-01,203800,6853
Nevada,2013-02-01,146100,3957
Pennsylvania,2020-11-01,184100,294
Maine,2022-02-01,302700,815
New Jersey,2014-09-01,267400,3773
Alaska,2018-12-01,278800,533
Columbia,2018-03-01,442500,353
New York,2012-11-01,199700,5339
New Hampshire,2013-01-01,195000,787
Idaho,2020-08-01,316700,85
Texas,2022-02-01,335800,199
Connecticut,2012-12-01,98900,82
Utah,2013-10-01,215300,36
Alabama,2016-08-01,220900,224
Oklahoma,2018-06-01,120100,38
Rhode Island,2013-04-01,116600,106
Virginia,2021-07-01,284300,1520
Iowa,2015-08-01,175700,1256
Colorado,2018-07-01,435000,6116
Vermont,2016-12-01,245200,12
Rhode Island,2016-03-01,235600,760
Pennsylvania,2012-04-01,175200,421
Missouri,2013-06-01,138000,2042
New Hampshire,2013-06-01,167900,188
Louisiana,2019-05-01,289200,112
Delaware,2021-11-01,228800,300
Oklahoma,2019-12-01,92800,62
Vermont,2021-01-01,273200,654
Alaska,2020-09-01,374800,54
Arizona,2022-04-01,319900,876
Nevada,2022-04-01,353000,358
Virginia,2020-04-01,373400,1823
Wisconsin,2021-09-01,250300,8064
Utah,2012-06-01,152600,237
Michigan,2019-03-01,174600,7614
Tennessee,2019-12-01,273300,336
Georgia,2022-03-01,362000,12123
Columbia,2022-05-01,900000,347
Colorado,2020-02-01,292200,940
New Hampshire,2019-10-01,279600,85
Vermont,2012-11-01,468600,5
Oregon,2021-07-01,491400,6050
South Dakota,2013-11-01,148000,5
Missouri,2014-03-01,131400,246
Iowa,2017-12-01,158700,125
New Jersey,2014-04-01,234200,3875
South Dakota,2016-01-01,134300,4
Alabama,2017-11-01,183400,2867
Illinois,2014-02-01,148300,5110
Massachusetts,2016-11-01,412900,531
Wisconsin,2018-10-01,194200,5752
Nebraska,2018-04-01,191400,1525
Indiana,2021-08-01,238800,87
South Dakota,2017-05-01,148000,4
Nevada,2016-03-01,232700,3703
Iowa,2020-11-01,219500,1415
Colorado,2021-10-01,488800,988
Alabama,2017-07-01,279100,242
South Dakota,2015-03-01,163100,254
Missouri,2020-03-01,193100,4667
Alaska,2021-05-01,336700,786
Pennsylvania,2013-05-01,201700,6595
Georgia,2018-10-01,216500,647
Rhode Island,2016-08-01,257000,1129
Louisiana,2014-04-01,152900,99
Georgia,2012-12-01,121700,508
Delaware,2019-11-01,264700,530
New York,2020-08-01,368200,9808
Texas,2013-05-01,217700,723
New Jersey,2017-04-01,291700,6896
Michigan,2019-09-01,190900,9682
Maryland,2019-08-01,161200,32
Virginia,2020-09-01,235600,64
Vermont,2021-08-01,259500,90
West Virginia,2017-09-01,159100,40
Nevada,2019-02-01,342000,27
Nevada,2017-04-01,261300,3775
Missouri,2021-06-01,207900,139
Nevada,2016-02-01,222200,42
Mississippi,2012-04-01,55200,2
Virginia,2017-02-01,325900,1243
Kansas,2014-01-01,148900,1109
Illinois,2018-03-01,203000,1127
Iowa,2021-03-01,196400,18
South Dakota,2017-08-01,197600,495
Minnesota,2013-02-01,152200,3810
Nebraska,2012-10-01,146000,114
Maryland,2019-01-01,198000,18
Utah,2014-10-01,200100,290
Virginia,2014-06-01,257300,800
Arkansas,2022-03-01,233200,54
Florida,2022-04-01,347800,3155
Indiana,2017-06-01,179000,5530
New Jersey,2020-05-01,346300,6061
Arizona,2017-11-01,211700,90
Columbia,2012-04-01,435000,607
Georgia,2021-07-01,305200,1271
Pennsylvania,2015-10-01,110000,194
Texas,2022-03-01,264800,1272
Maryland,2021-09-01,299000,3177
Minnesota,2014-08-01,200600,7453
West Virginia,2019-11-01,204100,363
Vermont,2016-12-01,165800,48
New Jersey,2021-08-01,429300,13273
Florida,2014-03-01,168000,25483
Connecticut,2019-01-01,187900,201
Alabama,2022-01-01,226200,92
Minnesota,2013-01-01,158500,3143
Nebraska,2018-06-01,219800,143
Iowa,2021-05-01,245000,13
Florida,2013-12-01,139800,274
Indiana,2021-03-01,134700,78
Michigan,2021-02-01,127000,176
Alaska,2021-08-01,344000,728
Rhode Island,2016-09-01,185600,133
Maine,2020-12-01,270900,1867
Indiana,2020-12-01,219800,4843
Illinois,2016-09-01,198600,9191
Arizona,2016-07-01,236200,8229
Vermont,2016-05-01,210200,577
Colorado,2016-06-01,367400,8257
Florida,2018-08-01,267400,25471
Tennessee,2020-04-01,274200,5882
Colorado,2021-06-01,468700,1159
Oklahoma,2019-11-01,116900,51
Nebraska,2020-05-01,220600,119
Virginia,2018-06-01,246900,1320
Florida,2014-06-01,183100,29581
Arizona,2013-12-01,112200,453
Utah,2020-09-01,455900,3864
West Virginia,2022-04-01,290600,447
Colorado,2015-01-01,307500,3836
Delaware,2016-09-01,145100,171
Columbia,2019-08-01,865000,15
Florida,2014-05-01,180300,30104
New Mexico,2022-03-01,486700,261
Vermont,2012-01-01,215300,20
Florida,2012-08-01,119400,2035
Virginia,2015-11-01,199400,41
Iowa,2021-08-01,194700,262
Oklahoma,2016-02-01,146100,2279
New Hampshire,2018-02-01,188300,77
Massachusetts,2016-02-01,329700,4051
Maryland,2014-03-01,67600,13
Vermont,2019-12-01,203200,24
Idaho,2020-11-01,343400,89
West Virginia,2018-12-01,170500,46
Connecticut,2020-11-01,213300,956
Missouri,2022-02-01,231300,3640
California,2017-02-01,490400,22188
Connecticut,2013-02-01,185400,731
Arkansas,2016-03-01,154200,43
Maine,2018-09-01,225200,69
Iowa,2012-04-01,33800,2
Vermont,2012-05-01,178700,48
Colorado,2016-01-01,320500,4265
Virginia,2020-10-01,381500,2519
Vermont,2013-02-01,205800,7
Nebraska,2020-11-01,185700,15
Utah,2019-07-01,341700,4922
Texas,2019-02-01,230900,484
California,2012-03-01,308500,27933
Colorado,2019-05-01,403900,558
Kentucky,2017-11-01,159000,39
Vermont,2016-06-01,238100,69
California,2020-12-01,669900,29400
Georgia,2020-12-01,283000,14179
Florida,2015-07-01,218600,23565
Arizona,2021-01-01,357100,7250
Louisiana,2016-01-01,172800,98
Washington,2019-10-01,503200,137
Idaho,2018-12-01,272700,1755
West Virginia,2020-02-01,216100,249
Delaware,2017-03-01,135100,51
Alaska,2017-10-01,189600,85
New York,2017-11-01,385300,11667
South Carolina,2012-06-01,171800,2945
New Hampshire,2020-07-01,236900,220
Louisiana,2017-01-01,145200,39
Minnesota,2020-10-01,194200,338
Columbia,2013-11-01,308800,18
Pennsylvania,2021-11-01,212000,385
Oregon,2020-07-01,281200,418
Minnesota,2019-01-01,248300,2829
Illinois,2016-12-01,205600,1950
Virginia,2013-10-01,250200,620
Maine,2019-10-01,295800,5
Texas,2021-11-01,335600,27919
Oklahoma,2015-01-01,138600,2178
Oregon,2014-03-01,208200,155
Rhode Island,2017-07-01,243500,193
Wisconsin,2013-11-01,168400,91
Columbia,2018-04-01,725000,15
Illinois,2016-03-01,209900,2177
Indiana,2016-10-01,121700,249
Michigan,2014-08-01,119100,1567
Washington,2018-08-01,488600,155
Indiana,2018-02-01,164000,63
California,2021-11-01,965300,1170
Maine,2013-05-01,152000,378
Columbia,2018-07-01,675000,369
California,2022-04-01,846800,34722
Minnesota,2016-03-01,160600,247
Illinois,2012-12-01,129900,1901
Maine,2020-04-01,264100,114
Texas,2017-08-01,242800,23887
New Mexico,2019-03-01,475000,3
Alabama,2016-06-01,148200,103
Ohio,2016-03-01,141800,50
Columbia,2019-05-01,595000,1005
Connecticut,2017-05-01,1107500,2
Massachusetts,2013-12-01,327000,3849
Mississippi,2021-12-01,134900,13
Indiana,2020-05-01,88300,47
Maine,2014-02-01,125400,186
Arkansas,2016-12-01,155300,2005
Washington,2017-07-01,301300,1119
Columbia,2015-08-01,625000,278
Kansas,2020-11-01,159500,23
North Carolina,2013-01-01,149000,213
Nevada,2020-02-01,328200,3185
New Jersey,2021-01-01,275700,567
Maryland,2019-01-01,274000,4592
Minnesota,2012-11-01,111600,229
Wisconsin,2019-08-01,217200,7390
South Carolina,2021-02-01,377700,27
Oregon,2016-08-01,307800,6383
West Virginia,2019-05-01,222100,374
Connecticut,2018-04-01,284700,2816
Indiana,2016-09-01,127800,310
Rhode Island,2018-09-01,292200,869
New Hampshire,2017-08-01,205800,312
Connecticut,2018-05-01,258000,4336
New Mexico,2012-03-01,319000,145
Florida,2020-02-01,263500,29225
California,2013-01-01,373000,879
Alaska,2014-02-01,330200,23
New Mexico,2014-07-01,324600,210
California,2017-05-01,541700,36539
South Dakota,2012-02-01,147600,136
North Carolina,2012-07-01,142200,10
Maine,2020-08-01,268500,2363
Colorado,2020-07-01,749300,71
Florida,2015-11-01,170200,1917
Connecticut,2021-09-01,217100,1126
Kansas,2014-11-01,128700,62
Nebraska,2015-03-01,155900,1214
Vermont,2017-04-01,206800,523
Pennsylvania,2014-09-01,194500,6219
Wisconsin,2015-12-01,148000,44
New Hampshire,2021-02-01,273700,120
Oklahoma,2022-03-01,229900,4357
Washington,2019-05-01,472100,134
Arizona,2014-07-01,163500,68
New Jersey,2017-05-01,294800,651
New Mexico,2022-03-01,381500,34
Utah,2015-06-01,275100,29
Arkansas,2016-09-01,151900,15
New York,2019-11-01,384500,11482
Oregon,2018-04-01,271500,320
Illinois,2016-11-01,169400,426
California,2014-06-01,550800,1066
Ohio,2013-11-01,160400,48
Kentucky,2015-05-01,135100,54
Indiana,2018-02-01,165200,3098
Louisiana,2018-09-01,164000,149
Minnesota,2017-11-01,233400,5028
Florida,2014-06-01,204900,20378
Wisconsin,2013-10-01,136500,111
Utah,2020-10-01,331200,748
Hawaii,2012-05-01,370300,977
Virginia,2017-05-01,327600,12321
Missouri,2013-12-01,119600,1551
Connecticut,2012-09-01,146700,208
Utah,2012-01-01,177800,1737
Oregon,2012-07-01,240700,55
California,2018-01-01,520500,17259
Pennsylvania,2016-03-01,172700,8490
North Carolina,2020-03-01,246000,1086
South Dakota,2020-09-01,239000,535
Alaska,2018-01-01,264100,397
Virginia,2012-09-01,191800,15
Arizona,2016-02-01,180500,69
New Mexico,2014-07-01,341800,173
New Mexico,2012-03-01,390300,119
Kentucky,2015-11-01,126600,191
New Hampshire,2013-02-01,158500,76
Massachusetts,2020-08-01,491900,9120
Ohio,2019-12-01,100900,347
Nevada,2013-06-01,153100,57
California,2019-07-01,581700,35562
Vermont,2022-02-01,393300,26
Maryland,2014-01-01,185100,1117
Pennsylvania,2017-01-01,198700,393
Utah,2017-02-01,258900,281
Florida,2013-02-01,117800,229
Georgia,2021-10-01,286000,86
Wisconsin,2018-06-01,176200,841
Columbia,2015-08-01,515000,727
Alaska,2018-09-01,281500,674
Wisconsin,2022-04-01,251100,577
New Jersey,2018-12-01,297700,9315
Florida,2018-09-01,264600,20580
Michigan,2021-06-01,142300,261
South Carolina,2019-09-01,242300,5235
Arizona,2014-02-01,198400,5642
New Jersey,2020-10-01,386500,14354
Maryland,2019-09-01,365700,4327
Wisconsin,2014-04-01,118800,3
Nebraska,2022-02-01,291300,83
Pennsylvania,2018-03-01,212500,6094
Idaho,2019-02-01,276800,1567
North Carolina,2016-04-01,169500,653
California,2012-08-01,361400,23714
Vermont,2015-12-01,227300,52
Nevada,2017-06-01,127200,594
Indiana,2021-09-01,234600,72
Kentucky,2018-08-01,165700,75
Columbia,2014-01-01,443300,510
Alaska,2020-06-01,358300,26
Kansas,2012-09-01,152200,1550
West Virginia,2013-12-01,136800,51
Ohio,2020-01-01,203500,71
Columbia,2021-06-01,708000,1156
Connecticut,2021-09-01,380900,3805
New Mexico,2016-01-01,215000,1
Oregon,2020-10-01,462300,137
New Mexico,2013-03-01,194900,5
Alabama,2019-05-01,284400,263
West Virginia,2013-09-01,157100,318
Columbia,2012-02-01,365300,150
Illinois,2021-05-01,281200,11531
Illinois,2018-08-01,200700,1492
Florida,2018-09-01,266800,298
Rhode Island,2019-01-01,246500,124
Oregon,2016-07-01,309000,5776
Kansas,2016-09-01,119700,30
Minnesota,2017-12-01,201600,779
Kentucky,2020-03-01,190300,24
California,2013-08-01,338700,5493
Hawaii,2020-08-01,760400,14
Arkansas,2013-11-01,127000,16
Florida,2014-12-01,165100,2291
Florida,2021-02-01,228900,8688
Washington,2017-07-01,403200,9962
Michigan,2018-07-01,196400,13798
New Mexico,2014-09-01,303900,217
Massachusetts,2015-08-01,334900,756
Rhode Island,2019-01-01,266500,601
Ohio,2015-10-01,66600,270
Texas,2022-05-01,390600,30386
Texas,2013-03-01,195200,606
Maine,2015-03-01,145100,10
New Jersey,2019-08-01,347600,9841
South Dakota,2013-09-01,153400,288
Nevada,2022-02-01,463300,3179
Minnesota,2015-02-01,192600,2899
Tennessee,2013-05-01,136900,2909
Delaware,2015-02-01,215500,324
Alabama,2017-10-01,128200,81
Oklahoma,2015-12-01,150300,2809
California,2016-01-01,480900,884
Columbia,2019-07-01,582500,840
Mississippi,2016-12-01,132000,15
Tennessee,2016-03-01,114800,46
Hawaii,2021-04-01,1096700,26
Kentucky,2022-02-01,229100,59
Columbia,2012-01-01,431000,185
Nebraska,2015-07-01,144600,41
California,2012-03-01,346800,1083
Kentucky,2014-10-01,141700,2785
Kansas,2016-08-01,153700,98
Louisiana,2020-09-01,159500,198
Missouri,2019-02-01,169500,3233
Vermont,2020-01-01,261500,16
Maine,2016-04-01,141000,471
Louisiana,2012-07-01,168900,1823
Ohio,2013-10-01,111900,1041
Iowa,2020-08-01,236500,1478
Wisconsin,2022-03-01,253700,52
Florida,2018-08-01,174600,7412
Arkansas,2017-07-01,157100,17
Washington,2019-11-01,438600,7477
Louisiana,2017-09-01,194600,2574
New Jersey,2014-11-01,256000,93
North Carolina,2014-10-01,186800,7381
Mississippi,2021-07-01,189300,11
Idaho,2019-07-01,254800,78
Colorado,2021-08-01,886600,53
Missouri,2017-10-01,141600,91
Idaho,2017-07-01,278600,53
Washington,2018-09-01,478900,474
Kentucky,2017-02-01,116000,25
New Mexico,2019-09-01,1295000,1
California,2014-11-01,546300,918
Colorado,2021-09-01,856600,74
Arkansas,2018-06-01,175400,2839
South Dakota,2019-05-01,207400,540
South Carolina,2014-01-01,119700,13
Wisconsin,2014-07-01,137700,2097
Oklahoma,2017-01-01,82800,43
Rhode Island,2018-12-01,247900,167
Florida,2016-09-01,235500,22297
South Dakota,2020-12-01,237000,421
Oregon,2021-12-01,513200,132
Mississippi,2013-08-01,143000,19
Alabama,2019-09-01,154000,108
Nebraska,2015-09-01,168100,42
Kansas,2017-12-01,157500,62
Wisconsin,2014-03-01,87400,45
Florida,2018-06-01,216500,3083
Michigan,2015-08-01,68000,159
Missouri,2012-12-01,180000,31
Maryland,2012-05-01,309100,3455
Utah,2021-11-01,434800,435
Michigan,2019-08-01,110900,160
Louisiana,2015-02-01,174800,35
Kansas,2012-06-01,167600,1989
West Virginia,2021-09-01,130000,2
Georgia,2017-09-01,222700,9887
Hawaii,2021-01-01,592500,18
Michigan,2022-05-01,186600,205
Alabama,2016-03-01,233000,181
Tennessee,2013-08-01,115600,5
Mississippi,2013-05-01,133700,1088
Mississippi,2018-08-01,155700,40
Georgia,2013-04-01,153800,8703
Arkansas,2020-12-01,203500,49
Ohio,2016-01-01,108300,746
Vermont,2018-09-01,246200,61
North Carolina,2018-05-01,151400,322
Colorado,2012-09-01,497600,48
Delaware,2021-02-01,180000,3
Indiana,2015-01-01,129500,2488
Kentucky,2016-06-01,133800,28
Oklahoma,2022-04-01,238500,4342
Iowa,2016-03-01,162500,1083
Oklahoma,2021-06-01,106000,90
New Hampshire,2021-04-01,330500,190
Idaho,2021-12-01,658200,36
New Jersey,2015-02-01,240100,2390
Indiana,2015-10-01,143300,4173
Oregon,2017-05-01,329600,120
Arkansas,2014-09-01,142200,1830
Michigan,2021-11-01,229300,10124
Kansas,2013-03-01,158900,1543
Arizona,2021-06-01,395700,12752
Pennsylvania,2014-05-01,148100,2311
Alabama,2017-01-01,250700,152
Maryland,2012-02-01,152000,7
Illinois,2018-08-01,211500,2820
Georgia,2012-05-01,109300,470
Mississippi,2016-09-01,174400,17
Kentucky,2020-11-01,180700,46
Utah,2020-03-01,294100,502
Alaska,2013-03-01,335700,17
Delaware,2021-12-01,291500,1094
Kansas,2022-03-01,270200,37
New York,2013-06-01,106700,308
Massachusetts,2020-08-01,539100,421
West Virginia,2015-01-01,125900,20
New York,2019-11-01,566400,1914
Texas,2015-02-01,197900,15579
Kentucky,2017-06-01,178000,3893
Arkansas,2021-11-01,181800,33
Hawaii,2014-12-01,355500,560
California,2018-03-01,574600,31357
Indiana,2012-09-01,133100,68
Tennessee,2021-10-01,345200,8559
Alabama,2020-02-01,167600,70
Virginia,2019-05-01,354800,9442
Oklahoma,2017-08-01,149500,31
Louisiana,2014-06-01,190000,2468
Nebraska,2020-10-01,232000,1995
Minnesota,2016-08-01,217800,160
North Carolina,2015-01-01,180500,4909
Washington,2013-11-01,290000,5098
Colorado,2014-04-01,262100,344
New York,2017-06-01,546600,1000
South Carolina,2012-04-01,162400,2411
Delaware,2015-05-01,236900,537
Rhode Island,2012-01-01,168800,612
South Dakota,2012-01-01,136400,9
Oregon,2016-06-01,262700,285
New Mexico,2020-05-01,303600,13
Minnesota,2013-10-01,194800,5011
West Virginia,2014-02-01,133300,28
Missouri,2012-12-01,113200,1316
Wisconsin,2022-05-01,278800,6684
Minnesota,2021-07-01,273600,1230
Illinois,2015-03-01,141500,415
Hawaii,2020-03-01,603900,1302
New Mexico,2014-06-01,224000,11
Kansas,2018-03-01,131100,19
Utah,2013-08-01,184200,340
Illinois,2017-10-01,200100,12383
Michigan,2020-01-01,175400,6296
Hawaii,2012-11-01,440200,86
Minnesota,2020-03-01,204400,263
Oregon,2017-10-01,262300,351
Maine,2020-09-01,272000,3
Utah,2020-07-01,385800,5617
Delaware,2013-11-01,190300,540
Connecticut,2020-10-01,211000,1149
Missouri,2013-06-01,151500,57
Utah,2012-03-01,180100,2558
Illinois,2012-08-01,150600,1013
New York,2012-09-01,219000,4884
Maine,2015-08-01,146800,607
Idaho,2012-02-01,150700,20
Delaware,2020-02-01,111200,26
Wisconsin,2021-03-01,180200,405
Hawaii,2020-11-01,951900,16
Hawaii,2013-01-01,346900,52
Massachusetts,2019-10-01,510000,513
Arkansas,2017-12-01,163000,1912
Kentucky,2012-08-01,117800,251
West Virginia,2019-02-01,180500,234
North Carolina,2017-04-01,228500,8928
Kansas,2014-03-01,148600,1454
Tennessee,2016-01-01,158100,115
Utah,2018-03-01,327700,51
Michigan,2012-04-01,95100,7139
Louisiana,2019-12-01,239300,96
New Jersey,2017-01-01,284000,5686
Arkansas,2019-06-01,168700,32
New Hampshire,2017-10-01,262500,1650
West Virginia,2020-11-01,183100,84
Oklahoma,2015-06-01,126400,26
New Hampshire,2021-09-01,342500,124
Minnesota,2021-01-01,183800,211
Texas,2014-09-01,153400,873
Missouri,2021-07-01,190900,123
Alabama,2017-05-01,186000,3508
Washington,2015-08-01,341800,7869
Utah,2018-02-01,249600,323
New York,2019-06-01,938000,2557
Iowa,2021-04-01,164800,19
Connecticut,2015-06-01,150500,359
Kentucky,2013-05-01,149900,3100
Idaho,2017-10-01,303700,35
Maryland,2016-11-01,172800,7
Iowa,2012-06-01,119000,15
Missouri,2021-12-01,168600,73
Alaska,2022-02-01,353100,358
South Dakota,2014-07-01,165300,344
Wisconsin,2018-04-01,168800,649
Alabama,2021-01-01,191000,111
Ohio,2021-07-01,181900,1406
Maryland,2017-05-01,229500,2640
South Dakota,2016-12-01,182400,336
Colorado,2015-12-01,309200,348
Colorado,2016-12-01,334500,389
Oklahoma,2020-03-01,183800,3379
Mississippi,2020-05-01,146000,18
Tennessee,2016-06-01,214500,7987
Illinois,2021-07-01,273200,19093
Alaska,2016-06-01,382500,41
Arizona,2015-08-01,221400,7583
Nevada,2019-09-01,240700,331
Wisconsin,2013-06-01,107000,7
New Mexico,2014-07-01,156800,2
Oregon,2021-11-01,476700,5870
North Carolina,2020-06-01,202000,25
Washington,2021-01-01,527000,131
Oregon,2016-04-01,263500,210
Oregon,2013-05-01,206000,169
Oregon,2019-07-01,268200,387
Kentucky,2019-01-01,139500,37
Maine,2021-10-01,341600,208
South Dakota,2012-03-01,143800,277
New Jersey,2019-02-01,283800,6780
South Dakota,2019-04-01,208400,315
Colorado,2018-01-01,392700,249
Pennsylvania,2016-01-01,174200,6777
California,2018-11-01,569500,26538
Nevada,2016-04-01,155000,269
Indiana,2020-09-01,182100,311
Columbia,2015-11-01,814500,90
Vermont,2016-05-01,214900,63
Wisconsin,2016-10-01,152200,59
New Jersey,2020-10-01,329500,1694
Georgia,2013-06-01,81900,37
Kansas,2012-09-01,107200,11
Alaska,2016-10-01,272400,633
Florida,2013-05-01,125500,7196
Mississippi,2015-02-01,82500,1
West Virginia,2022-04-01,311800,369
Tennessee,2014-04-01,153400,42
South Dakota,2020-07-01,242700,545
Pennsylvania,2016-05-01,209600,627
Texas,2013-02-01,129400,586
Connecticut,2014-12-01,188000,1729
Kansas,2012-03-01,141800,1521
Alabama,2019-07-01,263100,212
Illinois,2012-10-01,117600,415
Georgia,2014-01-01,69100,27
Colorado,2020-09-01,559800,6874
Colorado,2017-08-01,544000,72
Vermont,2021-02-01,271000,563
Michigan,2017-10-01,164100,11754
Mississippi,2018-06-01,156100,36
Alabama,2013-05-01,217900,210
Minnesota,2013-11-01,135200,230
Oklahoma,2014-10-01,147300,3364
Idaho,2020-07-01,294900,89
New York,2013-07-01,115500,356
South Carolina,2015-09-01,166500,24
Illinois,2021-04-01,275800,10698
Iowa,2015-10-01,174600,983
Pennsylvania,2014-03-01,136900,1726
Columbia,2017-08-01,740000,12
