year,state,median_sale_price,homes_sold
2016-07-01,North Carolina,136600,28
2014-03-01,West Virginia,117000,23
2013-02-01,Maine,49300,5
2013-08-01,Nebraska,149900,1818
2022-03-01,Connecticut,675700,6
2021-08-01,Arkansas,220600,3369
2013-08-01,Texas,147900,204
2020-01-01,New Hampshire,223900,167
2012-10-01,Massachusetts,284900,929
2018-07-01,Minnesota,260200,6648
2021-06-01,Massachusetts,523000,1888
2013-02-01,New Jersey,208500,2666
2019-12-01,Ohio,166200,9678
2021-01-01,Hawaii,727000,4
2018-05-01,Columbia,835000,145
2014-08-01,Washington,208900,815
2022-03-01,Missouri,236900,4708
2021-01-01,Georgia,274800,9966
2020-02-01,New Hampshire,285700,780
2013-01-01,Missouri,94700,1406
2019-02-01,Rhode Island,262700,547
2017-03-01,Columbia,640000,358
2013-07-01,Washington,197100,860
2015-05-01,Arizona,123700,737
2021-12-01,Arkansas,237900,2843
2012-09-01,Connecticut,127500,62
2014-05-01,Maryland,274600,6261
2019-01-01,North Carolina,230600,5970
2019-10-01,Illinois,214400,12358
2014-02-01,Wisconsin,74200,25
2015-02-01,Louisiana,170200,129
2015-10-01,Maine,119100,4
2016-11-01,Kentucky,116400,37
2017-04-01,New Hampshire,256900,1135
2012-01-01,New Jersey,244800,110
2022-04-01,South Dakota,274000,52
2017-05-01,Rhode Island,270900,1046
2016-11-01,Washington,269700,878
2016-02-01,Arkansas,140600,1630
2013-09-01,Illinois,180700,8087
2012-02-01,Virginia,253200,4328
2022-05-01,Kansas,325100,2218
2020-06-01,Delaware,287600,622
2021-10-01,Columbia,1100000,27
2017-09-01,Kentucky,167100,3257
2014-05-01,Arkansas,144800,1918
2019-09-01,Louisiana,228400,127
2012-12-01,Arizona,135500,70
2021-04-01,Idaho,413900,33
2015-06-01,Michigan,145600,13463
2014-05-01,South Dakota,171000,31
2012-07-01,Arkansas,114500,247
2012-10-01,New York,158800,160
2012-10-01,Delaware,150000,9
2018-11-01,Nevada,329000,27
2013-12-01,Pennsylvania,172200,7965
2015-10-01,Kentucky,150700,3011
2021-12-01,Washington,644300,190
2018-02-01,Pennsylvania,157500,1802
2021-12-01,Colorado,904400,59
2012-11-01,South Carolina,131000,102
2013-01-01,Indiana,141300,42
2019-02-01,Wisconsin,137300,233
2021-05-01,Georgia,248700,863
2016-06-01,Hawaii,629300,669
2017-02-01,South Dakota,110500,7
2019-04-01,Columbia,590000,928
2019-10-01,Delaware,236900,823
2019-07-01,California,590400,28146
2013-02-01,Vermont,205900,222
2012-08-01,Alaska,326300,18
2020-06-01,Minnesota,180700,296
2014-06-01,Minnesota,211500,6161
2020-04-01,Vermont,279500,7
2019-06-01,South Dakota,223400,507
2018-10-01,South Dakota,163000,17
2020-03-01,Arkansas,125300,30
2015-09-01,Pennsylvania,201500,6829
2017-01-01,New Hampshire,245900,894
2019-03-01,Kansas,213900,1733
2018-11-01,South Carolina,232200,4447
2014-12-01,Missouri,127700,305
2019-11-01,Alaska,343200,27
2021-03-01,Connecticut,214900,903
2013-06-01,Nebraska,127500,14
2022-03-01,Virginia,415400,11438
2021-06-01,New York,441200,9992
2013-08-01,Ohio,114000,67
2021-04-01,Kentucky,243100,51
2015-12-01,Indiana,150000,3622
2016-01-01,Texas,203600,13033
2021-12-01,Louisiana,197700,54
2013-07-01,Alabama,143500,69
2020-02-01,Ohio,168900,56
2014-10-01,Vermont,192200,17
2021-05-01,Ohio,215600,11666
2014-10-01,New Hampshire,182900,260
2019-08-01,South Dakota,231300,416
2021-04-01,Louisiana,215400,235
2018-11-01,Hawaii,443100,609
2019-04-01,Alaska,371800,24
2018-08-01,Delaware,173100,247
2016-11-01,Columbia,549000,711
2013-08-01,Florida,129900,6252
2020-10-01,Hawaii,697900,742
2015-08-01,Iowa,178900,1101
2017-07-01,Illinois,225200,15177
2017-07-01,Alabama,22000,1
2013-12-01,Alabama,49000,3
2018-12-01,Texas,248000,20259
2019-09-01,California,475700,4303
2017-11-01,New Mexico,294100,31
2020-08-01,Vermont,243700,92
2014-06-01,Alaska,278000,592
2012-07-01,Florida,103500,5383
2018-02-01,Washington,337100,733
2015-05-01,Pennsylvania,107500,192
2020-02-01,Minnesota,236800,613
2017-02-01,Colorado,344200,299
2020-07-01,Oregon,342700,352
2021-07-01,Missouri,216400,153
2012-12-01,Utah,202400,2519
2015-12-01,New Mexico,402000,2
2014-09-01,Utah,244200,2661
2018-09-01,Kansas,206800,1764
2019-04-01,Maine,369500,2
2014-02-01,New York,145900,88
2021-11-01,Connecticut,368900,3440
2012-03-01,Mississippi,14500,1
2014-06-01,Utah,177700,372
2015-02-01,New Hampshire,179200,106
2016-03-01,Connecticut,140100,239
2021-08-01,North Carolina,233400,690
2016-02-01,Georgia,127900,37
2020-10-01,Nevada,254200,381
2013-11-01,Oklahoma,138300,2603
2020-04-01,Oklahoma,119600,19
2019-04-01,Arizona,281700,9931
2012-05-01,Texas,168800,20140
2018-04-01,Maine,225900,146
2017-04-01,Mississippi,124100,31
2019-03-01,West Virginia,188100,283
2017-03-01,West Virginia,85000,2
2021-04-01,Texas,315700,987
2021-08-01,Arizona,422700,9349
2019-04-01,Virginia,260300,1133
2019-11-01,South Carolina,240500,4635
2012-05-01,Rhode Island,179200,944
2020-02-01,Pennsylvania,193700,2379
2014-09-01,South Carolina,188200,3983
2018-08-01,Arizona,165400,724
2016-11-01,Vermont,213700,66
2013-03-01,New York,210200,242
2020-12-01,Georgia,263800,1320
2021-12-01,Iowa,247000,1200
2017-05-01,Kansas,146800,17
2018-09-01,New Mexico,145000,1
2020-12-01,Alabama,235200,4128
2015-08-01,Texas,164100,1011
2012-02-01,Utah,147000,138
2015-06-01,Tennessee,155400,63
2014-03-01,Nebraska,145300,1240
2019-11-01,Oklahoma,171700,3205
2013-10-01,Missouri,165300,43
2016-08-01,Nebraska,176000,1598
2021-12-01,Indiana,249100,4738
2012-01-01,North Carolina,161200,151
2017-01-01,Connecticut,264700,2310
2013-11-01,Ohio,112600,8848
2014-12-01,Ohio,55800,208
2014-08-01,South Dakota,165200,414
2014-07-01,Massachusetts,346300,1423
2015-12-01,Pennsylvania,195900,6279
2013-11-01,North Carolina,115400,150
2022-05-01,Illinois,283800,1462
2018-09-01,Tennessee,203800,43
2013-05-01,Alaska,260200,703
2018-02-01,South Carolina,171500,187
2022-02-01,Kentucky,170800,176
2013-12-01,Rhode Island,211700,117
2015-05-01,New Hampshire,226000,1860
2013-08-01,North Carolina,159500,444
2014-06-01,New Mexico,336000,1
2019-12-01,Maryland,236400,2305
2013-08-01,Nebraska,150800,129
2020-10-01,Maine,262100,111
2013-08-01,West Virginia,157300,352
2012-06-01,Georgia,100600,499
2015-11-01,Hawaii,577900,469
2013-02-01,Hawaii,494500,376
2014-01-01,New Jersey,235900,3087
2015-02-01,Georgia,186200,6073
2015-04-01,Minnesota,198100,6521
2016-09-01,Washington,396700,580
2017-05-01,Mississippi,164300,1434
2015-07-01,Arkansas,158600,12
2020-08-01,Oklahoma,207200,4576
2013-10-01,Oklahoma,137800,2806
2015-02-01,Missouri,83600,47
2012-09-01,Delaware,193700,556
2012-10-01,South Carolina,122500,151
2020-02-01,Connecticut,216200,225
2012-09-01,Nevada,136100,4113
2022-05-01,Virginia,448700,13041
2021-04-01,Minnesota,263900,1012
2022-03-01,Pennsylvania,278700,514
2013-06-01,New York,227100,5961
2019-02-01,Idaho,259900,51
2017-04-01,Maryland,348800,4301
2014-12-01,Utah,219200,289
2019-04-01,Vermont,200400,84
2013-12-01,Pennsylvania,187400,5365
2016-03-01,Vermont,186800,44
2020-01-01,Indiana,188500,2693
2016-05-01,Indiana,158700,75
2017-02-01,North Carolina,155600,258
2017-06-01,South Carolina,188100,335
2014-01-01,Indiana,111200,112
2015-04-01,Virginia,298700,8702
2022-05-01,North Carolina,360900,15431
2013-11-01,Iowa,153100,792
2018-08-01,Ohio,90900,375
2018-12-01,South Dakota,241400,5
2019-10-01,Louisiana,181700,154
2019-12-01,Illinois,211700,10962
2015-02-01,Wisconsin,125400,1084
2014-07-01,Minnesota,167000,976
2016-03-01,Massachusetts,345800,929
2012-07-01,Missouri,124100,1497
2017-01-01,Arizona,166100,649
2015-07-01,Iowa,164300,8
2012-05-01,Kansas,77700,27
2015-03-01,Michigan,64000,121
2019-11-01,Alaska,177500,68
2019-09-01,Utah,361200,3089
2014-12-01,Vermont,199300,459
2019-12-01,Florida,193100,7069
2020-07-01,Maryland,269800,2831
2020-09-01,Pennsylvania,223900,500
2012-09-01,Oregon,216600,86
2018-01-01,Kentucky,169300,1886
2021-08-01,Columbia,1105100,17
2017-08-01,Ohio,88700,338
2013-03-01,Pennsylvania,167000,7339
2019-07-01,Colorado,565100,56
2013-04-01,Arizona,133900,847
2019-04-01,Massachusetts,414200,1185
2013-10-01,Nevada,176300,4149
2014-10-01,Louisiana,138600,111
2017-03-01,Hawaii,396500,697
2015-05-01,North Carolina,171600,601
2015-12-01,New Hampshire,166800,145
2012-05-01,Tennessee,127900,100
2015-12-01,Iowa,187500,858
2016-05-01,Maine,172600,74
2018-08-01,North Carolina,238200,12388
2015-05-01,Ohio,120600,1331
2016-07-01,Arizona,143200,661
2014-05-01,North Carolina,167800,32
2015-10-01,Arizona,152600,644
2014-01-01,Hawaii,454200,873
2015-03-01,Nevada,139000,227
2019-01-01,Delaware,171800,142
2018-06-01,North Carolina,210400,895
2013-01-01,Columbia,465000,190
2018-04-01,Alabama,136000,110
2012-03-01,Arizona,102900,91
2012-10-01,Columbia,431500,566
2021-04-01,Pennsylvania,234100,3674
2021-03-01,Utah,444600,423
2014-03-01,Oklahoma,119200,16
2017-11-01,North Carolina,197000,663
2012-04-01,Nevada,130800,4060
2012-07-01,Nevada,139300,3787
2016-09-01,Colorado,336900,448
2021-12-01,Illinois,221900,2492
2022-04-01,Rhode Island,356900,203
2012-09-01,North Carolina,166900,282
2012-05-01,Connecticut,122800,81
2021-12-01,Oregon,402700,297
2013-09-01,Kansas,160100,1907
2021-11-01,Nebraska,251200,133
2019-12-01,Missouri,181000,112
2016-10-01,Arkansas,153600,2001
2020-02-01,Kansas,217200,1409
2013-09-01,Indiana,118800,228
2018-03-01,Alabama,189000,3475
2020-04-01,North Carolina,276800,8439
2017-12-01,Alaska,267300,526
2020-03-01,Iowa,185200,145
2012-03-01,Mississippi,115700,853
2015-12-01,Wisconsin,159800,4361
2012-10-01,Maryland,172000,1282
2015-04-01,Maryland,253800,6279
2018-10-01,Illinois,202500,1172
2017-11-01,Iowa,140000,7
2012-04-01,Hawaii,1009000,2
2018-12-01,Indiana,70700,76
2015-03-01,Michigan,121400,9358
2018-10-01,Oregon,313600,221
2015-07-01,Michigan,145300,13527
2014-08-01,Vermont,215700,49
2014-08-01,Tennessee,185000,5992
2019-08-01,Mississippi,153000,6
2012-06-01,Wisconsin,119400,98
2022-04-01,Virginia,456800,8522
2019-05-01,Kansas,126600,48
2017-09-01,Kansas,198200,1932
2012-09-01,Virginia,305700,3529
2014-11-01,Pennsylvania,196000,4978
2019-11-01,Columbia,750000,7
2018-11-01,Minnesota,207800,301
2013-12-01,Louisiana,162100,26
2018-05-01,Wisconsin,185700,91
2017-04-01,Ohio,77300,300
2013-05-01,Columbia,396000,374
2014-09-01,Maine,101000,7
2015-07-01,Texas,218700,25142
2017-05-01,Ohio,147300,113
2022-01-01,South Dakota,286800,247
2021-04-01,Michigan,230100,8754
2021-12-01,North Carolina,342000,11267
2019-07-01,Alabama,210500,4097
2020-03-01,Delaware,115000,27
2022-01-01,Rhode Island,395600,174
2015-04-01,Washington,331800,492
2020-12-01,Nevada,174200,558
2015-11-01,Washington,325800,6618
2020-09-01,Florida,247500,3309
2015-11-01,Louisiana,197600,101
2015-10-01,New Mexico,154700,8
2012-02-01,Missouri,81800,22
2013-12-01,Kansas,77100,18
2018-06-01,Alabama,206800,3758
2016-04-01,South Carolina,217500,3690
2013-12-01,Colorado,261300,5338
2016-10-01,Minnesota,212700,6684
2018-12-01,Massachusetts,410700,1049
2012-10-01,Colorado,259200,4560
2016-10-01,Arkansas,152600,2104
2015-03-01,Pennsylvania,187200,5310
2019-12-01,Washington,443400,7576
2014-03-01,Maine,46700,6
2019-09-01,Virginia,214000,42
2020-05-01,Pennsylvania,210300,1647
2021-01-01,Nebraska,318800,4
2016-03-01,New Jersey,194200,323
2012-03-01,Arizona,104500,840
2016-10-01,Alaska,374000,25
2020-04-01,Tennessee,222100,242
2013-11-01,Massachusetts,308200,966
2013-07-01,Arizona,112600,566
2012-11-01,Alabama,192100,302
2020-10-01,South Dakota,251300,410
2013-11-01,Louisiana,162600,12
2016-01-01,Wisconsin,158400,3065
2019-11-01,Vermont,245400,655
2017-09-01,Idaho,271300,30
2016-03-01,Georgia,165300,44
2020-01-01,Pennsylvania,190100,2477
2016-12-01,Illinois,190400,11212
2012-10-01,Michigan,51400,73
2012-11-01,Alaska,250500,528
2017-03-01,Florida,207400,407
2018-05-01,Columbia,450000,418
2012-07-01,New Mexico,293500,175
2014-09-01,Utah,183800,325
2014-10-01,Wisconsin,69000,40
2022-01-01,Minnesota,326400,122
2015-04-01,Kentucky,119500,37
2018-08-01,Columbia,436000,371
2018-02-01,Columbia,627500,270
2021-05-01,Illinois,259500,1579
2012-08-01,Virginia,261700,12
2016-04-01,Kansas,149300,91
2017-04-01,Oklahoma,154900,3360
2012-02-01,Mississippi,84600,16
2019-08-01,Ohio,171000,14594
2019-01-01,Nevada,314600,2368
2015-12-01,Wisconsin,93200,257
2016-10-01,Minnesota,159200,291
2016-10-01,Louisiana,153200,139
2017-11-01,Georgia,222600,860
2012-12-01,California,285400,4550
2014-09-01,Indiana,144400,3822
2019-08-01,Idaho,268700,80
2015-10-01,Minnesota,198500,6730
2015-06-01,Idaho,198700,2241
2013-04-01,West Virginia,136200,298
2016-09-01,Alabama,104500,4
2016-10-01,Washington,397600,530
2020-10-01,Ohio,190400,15157
2021-05-01,Oregon,321200,450
2018-02-01,New Hampshire,246700,1034
2018-05-01,Minnesota,249500,159
2021-09-01,Delaware,332800,741
2012-07-01,Maryland,182900,1442
2014-03-01,North Carolina,168000,23
2017-06-01,California,455800,5854
2020-05-01,South Carolina,266900,4061
2018-06-01,South Carolina,147400,765
2016-12-01,Rhode Island,199000,145
2012-07-01,Kansas,136000,66
2018-10-01,Idaho,270900,35
2017-01-01,Utah,319600,253
2015-12-01,Arkansas,142500,1900
2012-05-01,Arizona,104500,88
2015-11-01,Vermont,123800,14
2013-01-01,Kansas,94700,7
2013-04-01,Oklahoma,109100,14
2021-04-01,Nebraska,246900,1597
2012-01-01,Pennsylvania,158100,4833
2019-10-01,Alabama,210600,3132
2017-09-01,Louisiana,199600,2265
2019-10-01,Colorado,399800,446
2016-06-01,South Carolina,220100,5694
2020-06-01,Columbia,620000,801
2016-05-01,Hawaii,479300,1321
2016-03-01,Nevada,101600,439
2020-11-01,North Carolina,209800,549
2017-07-01,Michigan,158800,1449
2014-10-01,New York,118800,412
2019-06-01,Texas,205900,909
2014-02-01,Utah,235000,1753
2013-01-01,Delaware,102300,91
2019-03-01,Nevada,214900,255
2022-02-01,Columbia,1137000,94
2018-03-01,Arizona,265700,9718
2015-10-01,Arizona,224400,6713
2014-12-01,Louisiana,172400,26
2012-08-01,Louisiana,150100,111
2017-08-01,Columbia,750000,139
2016-08-01,Colorado,354900,8117
2014-01-01,Utah,216600,1998
2012-05-01,Arizona,92100,626
2020-09-01,Connecticut,332700,5987
2015-09-01,Michigan,136500,12553
2018-09-01,Pennsylvania,131600,251
2019-08-01,Mississippi,182300,33
2017-07-01,Florida,256200,24047
2013-05-01,California,435900,1402
2020-08-01,Minnesota,240900,1262
2021-10-01,Idaho,387500,79
2014-12-01,Oregon,256000,3823
2013-02-01,Georgia,112100,574
2012-03-01,California,245200,4469
2012-03-01,New Jersey,255200,1991
2019-11-01,Tennessee,257600,6584
2017-01-01,North Carolina,144700,237
2015-02-01,New Mexico,270000,5
2020-09-01,Wisconsin,230600,8624
2016-07-01,Ohio,71600,248
2014-01-01,Mississippi,120100,659
2021-06-01,Virginia,414200,16445
2021-01-01,Ohio,161200,804
2016-02-01,New Hampshire,208600,1087
2016-12-01,New Mexico,228000,25
2021-12-01,Arkansas,184300,36
2017-07-01,Columbia,441000,376
2018-02-01,Georgia,151400,48
2015-07-01,Pennsylvania,220100,8482
2018-07-01,Arizona,192200,899
2017-07-01,Missouri,124800,66
2018-12-01,Kansas,183400,67
2022-03-01,Delaware,276500,870
2018-03-01,Tennessee,201000,195
2018-11-01,Connecticut,172300,766
2019-07-01,Columbia,451000,362
2013-09-01,Missouri,83700,67
2012-12-01,Nevada,142600,4508
2018-02-01,New York,661700,1782
2013-11-01,New York,166200,159
2015-11-01,Connecticut,137700,113
2012-05-01,Iowa,129100,127
2018-05-01,California,746500,1146
2018-11-01,Nebraska,197800,1301
2022-02-01,Washington,674500,105
2016-01-01,Indiana,140400,2456
2017-09-01,Connecticut,732500,5
2022-02-01,Oregon,346100,298
2013-07-01,Minnesota,180400,148
2019-03-01,Iowa,200700,868
2012-06-01,Louisiana,178900,1701
2013-12-01,North Carolina,192700,3962
2018-01-01,Nevada,266100,3663
2020-04-01,Arizona,314700,46
2015-05-01,Minnesota,179200,334
2013-11-01,New Mexico,285000,10
2020-07-01,Columbia,477500,426
2021-10-01,Rhode Island,406200,983
2013-07-01,Florida,126300,6316
2015-07-01,Texas,215000,27242
2013-11-01,Minnesota,189700,4261
2017-03-01,Oregon,309300,110
2018-07-01,Alabama,200700,3865
2013-05-01,Ohio,43800,231
2013-03-01,Vermont,200800,404
2012-06-01,South Dakota,165800,20
2012-01-01,Michigan,78000,603
2016-09-01,California,624800,1063
2017-10-01,Rhode Island,226000,171
2021-01-01,California,641800,26987
2020-10-01,Maryland,216400,39
2012-01-01,New York,206500,3287
2020-01-01,Arkansas,152800,15
2014-09-01,Michigan,129700,9317
2020-03-01,Louisiana,220100,2696
2014-08-01,Wisconsin,102000,41
2021-01-01,Ohio,133000,329
2014-09-01,New Mexico,199000,1
2021-03-01,Minnesota,317400,4395
2014-05-01,Arkansas,144700,2022
2015-06-01,Pennsylvania,203700,12456
2013-02-01,Idaho,119800,31
2014-10-01,Maine,144300,574
2014-07-01,Columbia,397800,328
2018-04-01,Kansas,213600,1985
2014-01-01,Maine,93200,5
2022-04-01,Vermont,313800,36
2018-08-01,New Hampshire,199100,289
2012-05-01,Mississippi,61000,3
2017-08-01,Kansas,170300,87
2021-01-01,Colorado,336200,835
2020-04-01,Minnesota,241800,835
2014-06-01,Arizona,211400,7770
2013-11-01,Mississippi,106000,10
2019-05-01,Hawaii,441300,730
2015-12-01,Delaware,68000,7
2015-05-01,Vermont,215300,682
2020-03-01,Georgia,245100,33
2021-01-01,Utah,341700,396
2014-01-01,Vermont,202400,346
2020-02-01,Columbia,792100,13
2013-03-01,Vermont,177600,38
2018-04-01,Ohio,81200,322
2018-02-01,Kansas,117900,19
2022-01-01,Missouri,193500,44
2014-10-01,Iowa,150600,1138
2016-06-01,Maryland,293300,9262
2012-06-01,New Hampshire,129300,57
2013-03-01,Minnesota,149200,125
2019-12-01,New Mexico,148500,1
2015-11-01,Georgia,173000,667
2017-10-01,Tennessee,219600,6959
2021-04-01,New Mexico,324500,49
2020-09-01,Maryland,274600,2985
2014-06-01,Mississippi,142600,1163
2017-02-01,Tennessee,189100,143
2020-11-01,Maryland,349600,8386
2021-09-01,Missouri,200900,109
2013-01-01,Nebraska,165900,22
2014-08-01,Ohio,137200,55
2019-08-01,Kentucky,145600,16
2019-06-01,New Mexico,585000,1
2015-11-01,Oregon,258900,162
2018-10-01,Iowa,188300,1212
2017-02-01,New York,385700,8386
2015-08-01,Tennessee,200300,6947
2017-11-01,Idaho,236100,1952
2013-10-01,Georgia,130800,574
2020-11-01,Tennessee,289700,7431
2021-05-01,Oregon,376800,314
2018-09-01,Vermont,165400,65
2014-11-01,Virginia,325900,988
2020-01-01,Missouri,176800,3715
2021-08-01,Michigan,169400,227
2021-07-01,Arizona,420600,9511
2018-10-01,Nebraska,210400,93
2019-06-01,New Jersey,309000,1301
2016-11-01,Tennessee,172100,247
2012-04-01,Alaska,242500,442
2015-07-01,North Carolina,167200,702
2018-04-01,Connecticut,740000,3
2018-03-01,Washington,416600,9394
2017-01-01,Minnesota,229500,91
2014-07-01,Texas,154100,1018
2017-12-01,Maryland,279600,6880
2014-04-01,Michigan,112400,7711
2014-03-01,Washington,206400,713
2019-04-01,South Carolina,233600,5537
2019-02-01,North Carolina,224500,546
2018-10-01,Georgia,188100,44
2020-07-01,Louisiana,303900,111
2020-12-01,New Hampshire,329600,2366
2015-07-01,Louisiana,190900,45
2012-07-01,Maryland,262200,5305
2021-12-01,Idaho,471100,2479
2017-11-01,Washington,390100,10082
2012-12-01,Colorado,272800,3788
2018-06-01,Kentucky,193400,3314
2016-01-01,Hawaii,507500,6
2018-10-01,New York,307300,9562
2012-09-01,Tennessee,131700,1767
2020-08-01,Illinois,251400,17630
2016-01-01,North Carolina,193900,5294
2018-08-01,Vermont,225200,836
2016-02-01,Columbia,429700,205
2019-05-01,Utah,264200,508
2021-03-01,North Carolina,221700,673
2015-01-01,Oklahoma,147600,15
2015-06-01,Kentucky,122400,319
2020-12-01,Nevada,363000,4203
2022-03-01,Nebraska,298500,95
2017-03-01,Colorado,403400,5298
2021-01-01,New Hampshire,268300,198
2020-01-01,South Carolina,323900,22
2013-12-01,Delaware,123100,145
2017-10-01,Ohio,134000,1234
2021-03-01,Massachusetts,545100,500
2013-12-01,Colorado,165100,672
2020-05-01,Indiana,167300,227
2017-08-01,Kansas,199300,2458
2015-07-01,Colorado,472000,59
2016-08-01,South Dakota,173200,35
2014-02-01,Delaware,124200,93
2020-05-01,Oklahoma,77200,57
2016-05-01,Oregon,361000,123
2017-11-01,Vermont,269500,13
2016-11-01,Wisconsin,148800,48
2017-08-01,Oregon,332300,6388
2019-07-01,Hawaii,619100,15
2013-05-01,South Dakota,144000,35
2015-11-01,Kansas,177600,1384
2020-12-01,Missouri,207400,6400
2014-07-01,Kansas,136000,75
2014-06-01,Nebraska,150900,176
2019-01-01,California,702700,766
2013-02-01,Kentucky,130100,1604
2017-12-01,Arkansas,162400,2002
2013-08-01,South Carolina,122800,13
2013-11-01,Michigan,105200,956
2018-06-01,California,596100,36289
2012-01-01,Iowa,102900,44
2015-10-01,New Hampshire,176400,175
2020-03-01,Louisiana,178400,158
2012-10-01,Texas,130800,164
2015-10-01,Missouri,136300,333
2017-01-01,Kansas,159200,39
2021-11-01,Indiana,247100,4883
2012-12-01,Mississippi,119800,712
2012-05-01,Ohio,117100,8976
2014-01-01,South Carolina,159300,90
2013-01-01,Colorado,210700,160
2014-04-01,Colorado,188800,872
