period_begin,period_end,state,property_type,median_sale_price,homes_sold
2012-11-01,2012-11-30,Columbia,All Residential,441000,646
2018-11-01,2018-11-30,Vermont,Townhouse,238100,72
2014-11-01,2014-11-30,Georgia,All Residential,179400,7346
2017-09-01,2017-09-30,Missouri,Single Family Residential,176200,4844
2018-01-01,2018-01-31,Vermont,Multi-Family (2-4 Unit),436300,8
2013-09-01,2013-09-30,Colorado,Single Family Residential,289500,5194
2015-10-01,2015-10-31,Delaware,Condo/Co-op,102200,52
2016-10-01,2016-10-31,Florida,Condo/Co-op,152900,5762
2019-02-01,2019-02-28,Tennessee,Single Family Residential,238000,4885
2020-10-01,2020-10-31,Vermont,Townhouse,302800,122
2014-01-01,2014-01-31,California,Townhouse,408900,882
2019-09-01,2019-09-30,Pennsylvania,Multi-Family (2-4 Unit),146800,255
2021-08-01,2021-08-31,Hawaii,Multi-Family (2-4 Unit),962400,3
2014-10-01,2014-10-31,Arkansas,Single Family Residential,140700,1871
2015-04-01,2015-04-30,Virginia,Multi-Family (2-4 Unit),178000,36
2013-05-01,2013-05-31,Rhode Island,Multi-Family (2-4 Unit),140500,117
2018-04-01,2018-04-30,Tennessee,Multi-Family (2-4 Unit),159900,50
2013-03-01,2013-03-31,Nebraska,Condo/Co-op,111400,43
2021-12-01,2021-12-31,Texas,Multi-Family (2-4 Unit),382700,332
2016-08-01,2016-08-31,Tennessee,Single Family Residential,212500,7058
2012-02-01,2012-02-29,Pennsylvania,All Residential,150600,4940
2012-07-01,2012-07-31,South Carolina,Multi-Family (2-4 Unit),225000,4
2019-05-01,2019-05-31,South Carolina,All Residential,243400,6353
2017-04-01,2017-04-30,Colorado,Multi-Family (2-4 Unit),574400,59
2013-12-01,2013-12-31,Mississippi,All Residential,129300,922
2021-02-01,2021-02-28,Massachusetts,Condo/Co-op,438300,864
2018-03-01,2018-03-31,Virginia,Condo/Co-op,241800,1060
2020-08-01,2020-08-31,Washington,Multi-Family (2-4 Unit),535200,132
2016-05-01,2016-05-31,Florida,Single Family Residential,235400,23521
2018-06-01,2018-06-30,Oregon,Townhouse,325100,265
2017-03-01,2017-03-31,Arizona,Condo/Co-op,148200,798
2014-02-01,2014-02-28,Hawaii,Single Family Residential,520800,407
2017-08-01,2017-08-31,California,All Residential,539000,37442
2020-10-01,2020-10-31,Kentucky,Condo/Co-op,157500,298
2015-03-01,2015-03-31,Tennessee,Condo/Co-op,157800,166
2021-05-01,2021-05-31,California,Multi-Family (2-4 Unit),946100,1190
2015-11-01,2015-11-30,Alaska,Single Family Residential,271400,399
2020-03-01,2020-03-31,Georgia,Townhouse,255900,1067
2016-01-01,2016-01-31,Idaho,Condo/Co-op,167700,26
2021-11-01,2021-11-30,Pennsylvania,Condo/Co-op,232600,519
2022-05-01,2022-05-31,Illinois,All Residential,286700,16179
2014-05-01,2014-05-31,Nebraska,Multi-Family (2-4 Unit),145500,12
2016-01-01,2016-01-31,Indiana,Townhouse,141900,43
2022-05-01,2022-05-31,Delaware,Multi-Family (2-4 Unit),195900,14
2021-03-01,2021-03-31,New Hampshire,Multi-Family (2-4 Unit),323300,91
2016-04-01,2016-04-30,North Carolina,All Residential,204700,9848
2017-12-01,2017-12-31,Washington,All Residential,397700,9255
2012-02-01,2012-02-29,Louisiana,Single Family Residential,162200,1274
2016-02-01,2016-02-29,Minnesota,Multi-Family (2-4 Unit),183900,82
2019-08-01,2019-08-31,Michigan,Condo/Co-op,178600,1583
2013-06-01,2013-06-30,Arkansas,Condo/Co-op,108500,23
2014-09-01,2014-09-30,Kansas,Condo/Co-op,98800,25
2015-05-01,2015-05-31,Minnesota,All Residential,205200,7989
2019-02-01,2019-02-28,Nebraska,All Residential,190700,1063
2018-10-01,2018-10-31,South Carolina,Single Family Residential,242700,4000
2013-05-01,2013-05-31,Massachusetts,Townhouse,285000,632
2015-04-01,2015-04-30,Utah,Single Family Residential,254100,3065
2014-07-01,2014-07-31,Iowa,Single Family Residential,179900,1071
2020-11-01,2020-11-30,California,All Residential,657500,34986
2016-11-01,2016-11-30,Nevada,Condo/Co-op,110000,406
2013-02-01,2013-02-28,Alaska,Single Family Residential,245000,285
2013-08-01,2013-08-31,Missouri,Single Family Residential,131100,2197
2016-01-01,2016-01-31,Florida,Condo/Co-op,150000,4780
2022-02-01,2022-02-28,New York,All Residential,547900,10391
2012-11-01,2012-11-30,Colorado,Single Family Residential,255700,4326
2015-09-01,2015-09-30,Mississippi,All Residential,152200,1120
2016-06-01,2016-06-30,Illinois,All Residential,221800,17979
2015-07-01,2015-07-31,Arizona,Multi-Family (2-4 Unit),173300,73
2016-10-01,2016-10-31,Oklahoma,Townhouse,98800,14
2021-10-01,2021-10-31,Nevada,Condo/Co-op,227200,645
2012-04-01,2012-04-30,Louisiana,Townhouse,170600,25
2012-07-01,2012-07-31,South Dakota,Condo/Co-op,120000,10
2020-12-01,2020-12-31,Ohio,Townhouse,193600,108
2012-12-01,2012-12-31,New Hampshire,Townhouse,162300,87
2019-02-01,2019-02-28,Utah,Townhouse,269700,349
2019-04-01,2019-04-30,Idaho,Single Family Residential,286600,2268
2017-10-01,2017-10-31,Texas,Townhouse,220600,657
2015-11-01,2015-11-30,California,Townhouse,514800,1067
2019-09-01,2019-09-30,Iowa,All Residential,206400,1264
2013-03-01,2013-03-31,Tennessee,All Residential,119900,2302
2015-09-01,2015-09-30,Utah,Townhouse,199100,424
2013-10-01,2013-10-31,Washington,Condo/Co-op,186600,740
2015-05-01,2015-05-31,Colorado,Single Family Residential,347600,6135
2021-03-01,2021-03-31,Columbia,Condo/Co-op,490000,480
2019-02-01,2019-02-28,Mississippi,Multi-Family (2-4 Unit),51000,2
2019-09-01,2019-09-30,Delaware,All Residential,238500,837
2016-08-01,2016-08-31,Maryland,Townhouse,208200,2484
2017-11-01,2017-11-30,Texas,Single Family Residential,236500,19989
2022-02-01,2022-02-28,Massachusetts,Multi-Family (2-4 Unit),596200,336
2018-08-01,2018-08-31,South Carolina,All Residential,233000,6142
2020-12-01,2020-12-31,Colorado,Condo/Co-op,368500,1144
2014-06-01,2014-06-30,Missouri,Multi-Family (2-4 Unit),87300,65
2017-04-01,2017-04-30,Ohio,All Residential,143800,11338
2016-06-01,2016-06-30,Minnesota,Condo/Co-op,176600,393
2016-12-01,2016-12-31,Georgia,All Residential,209400,10785
2020-08-01,2020-08-31,Missouri,Single Family Residential,224200,6483
2021-11-01,2021-11-30,Maryland,Condo/Co-op,230500,679
2015-10-01,2015-10-31,Texas,Multi-Family (2-4 Unit),186700,181
2017-05-01,2017-05-31,Colorado,Single Family Residential,417100,6433
2014-07-01,2014-07-31,Arizona,Condo/Co-op,113500,488
2019-07-01,2019-07-31,Maine,Single Family Residential,236600,1782
2022-05-01,2022-05-31,South Dakota,All Residential,311800,423
2019-02-01,2019-02-28,Colorado,Multi-Family (2-4 Unit),578600,37
2020-01-01,2020-01-31,Missouri,Condo/Co-op,148000,224
2017-11-01,2017-11-30,Arizona,Condo/Co-op,162800,641
2021-09-01,2021-09-30,Mississippi,All Residential,227000,1507
2012-11-01,2012-11-30,Washington,All Residential,272500,5994
2019-11-01,2019-11-30,Mississippi,Townhouse,172300,12
2014-04-01,2014-04-30,Wisconsin,Condo/Co-op,111300,88
2017-09-01,2017-09-30,Indiana,Condo/Co-op,132400,288
2016-04-01,2016-04-30,New York,Condo/Co-op,227300,321
2016-05-01,2016-05-31,Idaho,Multi-Family (2-4 Unit),234200,23
2020-04-01,2020-04-30,Ohio,All Residential,175600,10359
2015-04-01,2015-04-30,Nevada,Multi-Family (2-4 Unit),184300,43
2022-05-01,2022-05-31,Utah,Townhouse,492100,525
2018-02-01,2018-02-28,West Virginia,Townhouse,149100,57
2020-03-01,2020-03-31,Oregon,Single Family Residential,385600,4136
2016-10-01,2016-10-31,Iowa,Multi-Family (2-4 Unit),156500,16
2019-11-01,2019-11-30,Alabama,Single Family Residential,211800,2780
2020-04-01,2020-04-30,Kentucky,All Residential,199100,2705
2020-09-01,2020-09-30,South Carolina,All Residential,272300,6772
2018-03-01,2018-03-31,Rhode Island,All Residential,257900,1052
2018-01-01,2018-01-31,Massachusetts,Single Family Residential,397500,3085
2020-07-01,2020-07-31,Ohio,All Residential,193500,15988
2015-05-01,2015-05-31,Columbia,Single Family Residential,749900,111
2021-03-01,2021-03-31,New Mexico,Single Family Residential,482400,222
2012-07-01,2012-07-31,Tennessee,Single Family Residential,134400,1982
2017-01-01,2017-01-31,Hawaii,Townhouse,626000,3
2017-03-01,2017-03-31,New Jersey,Townhouse,271200,474
2012-07-01,2012-07-31,Oklahoma,Condo/Co-op,100900,46
2021-11-01,2021-11-30,Louisiana,Multi-Family (2-4 Unit),337700,124
2014-01-01,2014-01-31,Missouri,Condo/Co-op,120800,26
2017-08-01,2017-08-31,North Carolina,Condo/Co-op,149000,347
2022-01-01,2022-01-31,North Carolina,Single Family Residential,331100,8468
2017-07-01,2017-07-31,Maryland,Condo/Co-op,187300,617
2019-05-01,2019-05-31,New York,All Residential,421100,11734
2012-03-01,2012-03-31,Alabama,Single Family Residential,141600,250
2014-10-01,2014-10-31,Hawaii,Condo/Co-op,310400,679
2020-01-01,2020-01-31,Tennessee,Townhouse,229800,210
2017-05-01,2017-05-31,Tennessee,Condo/Co-op,205000,331
2012-10-01,2012-10-31,Louisiana,All Residential,160200,1941
2019-04-01,2019-04-30,Minnesota,Multi-Family (2-4 Unit),268800,116
2021-05-01,2021-05-31,Nevada,Single Family Residential,401100,4088
2017-02-01,2017-02-28,Tennessee,Single Family Residential,208900,4656
2014-04-01,2014-04-30,Ohio,All Residential,118800,10041
2015-09-01,2015-09-30,Minnesota,All Residential,204200,7207
2016-09-01,2016-09-30,New Mexico,Multi-Family (2-4 Unit),435500,4
2015-08-01,2015-08-31,Oregon,Single Family Residential,286100,5291
2014-10-01,2014-10-31,Rhode Island,Multi-Family (2-4 Unit),162300,140
2013-11-01,2013-11-30,Virginia,Multi-Family (2-4 Unit),154800,16
2015-04-01,2015-04-30,Pennsylvania,Multi-Family (2-4 Unit),100300,178
2015-08-01,2015-08-31,Nebraska,Single Family Residential,163700,1455
2018-02-01,2018-02-28,Rhode Island,All Residential,255900,818
2017-01-01,2017-01-31,Georgia,Townhouse,208200,569
2020-01-01,2020-01-31,Florida,Multi-Family (2-4 Unit),283700,320
2020-05-01,2020-05-31,Tennessee,Condo/Co-op,257500,279
2020-12-01,2020-12-31,Utah,Single Family Residential,476900,3162
2014-03-01,2014-03-31,Tennessee,Condo/Co-op,169900,124
2015-05-01,2015-05-31,New Hampshire,Townhouse,178000,174
2019-02-01,2019-02-28,Wisconsin,Single Family Residential,188700,3235
2020-11-01,2020-11-30,Missouri,Townhouse,171200,81
2013-05-01,2013-05-31,New York,Multi-Family (2-4 Unit),118600,328
2012-07-01,2012-07-31,Rhode Island,All Residential,195700,1001
2021-06-01,2021-06-30,Kentucky,All Residential,239900,4102
2013-10-01,2013-10-31,Mississippi,Multi-Family (2-4 Unit),105100,2
2014-11-01,2014-11-30,Massachusetts,Single Family Residential,336800,3599
2018-06-01,2018-06-30,Missouri,All Residential,189500,6781
2016-07-01,2016-07-31,New Hampshire,Townhouse,187000,176
2015-08-01,2015-08-31,Connecticut,Multi-Family (2-4 Unit),145200,106
2017-01-01,2017-01-31,Texas,Single Family Residential,217200,13755
2020-03-01,2020-03-31,Wisconsin,Condo/Co-op,194300,545
2019-03-01,2019-03-31,Idaho,Multi-Family (2-4 Unit),303000,23
2017-11-01,2017-11-30,New Mexico,Multi-Family (2-4 Unit),367500,4
2017-02-01,2017-02-28,Delaware,Townhouse,152800,146
2015-10-01,2015-10-31,California,Multi-Family (2-4 Unit),600900,1073
2014-12-01,2014-12-31,Washington,Single Family Residential,309800,5872
2013-05-01,2013-05-31,Tennessee,Single Family Residential,138800,2743
2014-04-01,2014-04-30,Missouri,Single Family Residential,139200,3825
2019-02-01,2019-02-28,Ohio,Condo/Co-op,142900,767
2020-12-01,2020-12-31,Georgia,Multi-Family (2-4 Unit),273900,69
2013-09-01,2013-09-30,Virginia,Townhouse,330400,1294
2020-08-01,2020-08-31,Pennsylvania,All Residential,251000,14324
2021-07-01,2021-07-31,South Carolina,Townhouse,250200,540
2021-07-01,2021-07-31,Alaska,Single Family Residential,358400,745
2012-12-01,2012-12-31,Vermont,Single Family Residential,200500,359
2013-10-01,2013-10-31,New Jersey,Condo/Co-op,192300,612
2019-04-01,2019-04-30,Columbia,Townhouse,725000,381
2014-11-01,2014-11-30,Virginia,Multi-Family (2-4 Unit),171600,28
2015-10-01,2015-10-31,Alabama,Single Family Residential,162000,2327
2012-04-01,2012-04-30,New Jersey,Condo/Co-op,235500,424
2021-09-01,2021-09-30,Missouri,Townhouse,171600,85
2016-07-01,2016-07-31,California,Condo/Co-op,423400,5143
2020-10-01,2020-10-31,Kansas,Multi-Family (2-4 Unit),188800,31
2012-11-01,2012-11-30,South Carolina,Multi-Family (2-4 Unit),144900,11
2015-06-01,2015-06-30,Indiana,All Residential,159000,5554
2013-02-01,2013-02-28,Columbia,Townhouse,482600,197
2018-01-01,2018-01-31,New Mexico,Single Family Residential,350800,151
2021-09-01,2021-09-30,Colorado,Townhouse,471100,1037
2014-01-01,2014-01-31,Illinois,Townhouse,149300,667
2012-02-01,2012-02-29,Texas,All Residential,151400,12569
2020-07-01,2020-07-31,New Hampshire,Condo/Co-op,259500,327
2016-07-01,2016-07-31,Michigan,Multi-Family (2-4 Unit),92000,133
2020-05-01,2020-05-31,Ohio,Condo/Co-op,158800,934
2017-12-01,2017-12-31,Virginia,Multi-Family (2-4 Unit),239900,40
2012-07-01,2012-07-31,Illinois,Townhouse,149600,957
2020-05-01,2020-05-31,New Hampshire,All Residential,308700,1636
2012-02-01,2012-02-29,Florida,All Residential,121000,18871
2018-04-01,2018-04-30,Columbia,All Residential,589000,805
2021-05-01,2021-05-31,Massachusetts,All Residential,547500,7604
2012-12-01,2012-12-31,Massachusetts,Condo/Co-op,296500,954
2018-08-01,2018-08-31,Florida,All Residential,245200,36236
2014-09-01,2014-09-30,Florida,Single Family Residential,197700,18463
2014-01-01,2014-01-31,Oregon,Townhouse,209100,87
2016-07-01,2016-07-31,Delaware,Multi-Family (2-4 Unit),142500,8
2021-06-01,2021-06-30,Wisconsin,Single Family Residential,268600,7745
2016-09-01,2016-09-30,Idaho,Single Family Residential,215800,2208
2018-05-01,2018-05-31,Maryland,Townhouse,237900,2722
2020-03-01,2020-03-31,Indiana,Townhouse,176100,54
2012-11-01,2012-11-30,Pennsylvania,Condo/Co-op,176500,412
2014-08-01,2014-08-31,Louisiana,All Residential,179200,2650
2015-12-01,2015-12-31,Florida,Townhouse,174000,2454
2013-03-01,2013-03-31,New York,All Residential,198600,4603
2016-08-01,2016-08-31,Arkansas,Single Family Residential,156200,2410
2022-05-01,2022-05-31,Rhode Island,Condo/Co-op,352300,209
2018-06-01,2018-06-30,Indiana,All Residential,185700,5896
2018-02-01,2018-02-28,Michigan,All Residential,161000,7975
2015-03-01,2015-03-31,Rhode Island,All Residential,207200,832
2019-10-01,2019-10-31,Kentucky,Single Family Residential,195600,2911
2021-05-01,2021-05-31,Georgia,Single Family Residential,331000,12269
2016-09-01,2016-09-30,Wisconsin,All Residential,171100,7277
2020-12-01,2020-12-31,West Virginia,Townhouse,192900,51
2019-06-01,2019-06-30,Colorado,All Residential,434500,8070
2021-08-01,2021-08-31,Maine,Condo/Co-op,316800,173
2019-12-01,2019-12-31,New Jersey,Condo/Co-op,286900,1100
2012-07-01,2012-07-31,Indiana,Condo/Co-op,120200,201
2021-05-01,2021-05-31,Utah,All Residential,458500,4023
2019-10-01,2019-10-31,Virginia,Single Family Residential,330400,7429
2017-09-01,2017-09-30,Florida,Condo/Co-op,164500,5329
2021-09-01,2021-09-30,Missouri,Condo/Co-op,181900,153
2015-02-01,2015-02-28,Alaska,All Residential,257300,407
2017-08-01,2017-08-31,Columbia,Condo/Co-op,411000,366
2014-01-01,2014-01-31,Ohio,Single Family Residential,103200,5777
2015-12-01,2015-12-31,Maryland,Single Family Residential,312300,4090
2020-07-01,2020-07-31,Maine,All Residential,256400,2262
2017-04-01,2017-04-30,Mississippi,Single Family Residential,160900,1087
2012-10-01,2012-10-31,Alabama,Single Family Residential,154100,231
2013-03-01,2013-03-31,New Hampshire,Multi-Family (2-4 Unit),168200,41
2020-06-01,2020-06-30,Pennsylvania,Multi-Family (2-4 Unit),168500,170
2016-05-01,2016-05-31,Wisconsin,Multi-Family (2-4 Unit),126700,317
2020-02-01,2020-02-29,South Carolina,All Residential,242900,4370
2018-07-01,2018-07-31,Tennessee,Single Family Residential,246200,7556
2018-10-01,2018-10-31,Washington,Condo/Co-op,334200,870
2019-06-01,2019-06-30,Columbia,Multi-Family (2-4 Unit),834500,18
2012-08-01,2012-08-31,Alaska,All Residential,257500,712
2012-12-01,2012-12-31,Wisconsin,Townhouse,103000,5
2012-05-01,2012-05-31,Kentucky,Townhouse,125800,30
2016-06-01,2016-06-30,New Mexico,All Residential,321800,262
2014-07-01,2014-07-31,Delaware,Condo/Co-op,112000,41
2018-03-01,2018-03-31,New Mexico,All Residential,352600,247
2018-02-01,2018-02-28,Georgia,Condo/Co-op,195700,559
2019-05-01,2019-05-31,Maine,Multi-Family (2-4 Unit),228400,77
2013-04-01,2013-04-30,Nevada,Multi-Family (2-4 Unit),140700,44
2013-10-01,2013-10-31,Louisiana,Single Family Residential,169000,1926
2016-07-01,2016-07-31,New Hampshire,Single Family Residential,255800,1841
2018-07-01,2018-07-31,New Jersey,Single Family Residential,337400,9652
2021-02-01,2021-02-28,West Virginia,All Residential,239900,318
2021-10-01,2021-10-31,Hawaii,All Residential,689700,1588
2021-08-01,2021-08-31,South Dakota,Single Family Residential,285500,439
2017-08-01,2017-08-31,Vermont,Multi-Family (2-4 Unit),194600,26
2018-03-01,2018-03-31,Louisiana,Townhouse,175400,42
2018-10-01,2018-10-31,North Carolina,Condo/Co-op,169800,238
2015-03-01,2015-03-31,Arkansas,Townhouse,101900,10
2013-12-01,2013-12-31,Maryland,Multi-Family (2-4 Unit),113600,18
2012-11-01,2012-11-30,Massachusetts,Single Family Residential,300000,4106
2019-06-01,2019-06-30,Utah,Condo/Co-op,255700,395
2017-05-01,2017-05-31,Texas,Single Family Residential,246100,26058
2017-08-01,2017-08-31,Nevada,Townhouse,183000,297
2016-09-01,2016-09-30,Maine,All Residential,194900,1880
2019-04-01,2019-04-30,Nevada,Condo/Co-op,162900,580
2017-05-01,2017-05-31,New Jersey,Townhouse,275700,554
2018-12-01,2018-12-31,Illinois,Single Family Residential,203500,6702
2020-09-01,2020-09-30,Florida,All Residential,293100,39222
2014-11-01,2014-11-30,New Mexico,All Residential,293000,176
2014-05-01,2014-05-31,Massachusetts,All Residential,341800,6725
2016-08-01,2016-08-31,Kentucky,Townhouse,119600,53
2014-04-01,2014-04-30,Kentucky,All Residential,139400,2497
2020-03-01,2020-03-31,Delaware,All Residential,238500,813
2018-07-01,2018-07-31,Virginia,Condo/Co-op,251000,1229
2015-01-01,2015-01-31,New York,Condo/Co-op,241700,307
2018-01-01,2018-01-31,Utah,Townhouse,253600,361
2013-12-01,2013-12-31,Nevada,All Residential,178800,3759
2019-12-01,2019-12-31,Kansas,Multi-Family (2-4 Unit),141800,18
2015-09-01,2015-09-30,North Carolina,Multi-Family (2-4 Unit),169200,33
2018-05-01,2018-05-31,Texas,Multi-Family (2-4 Unit),262000,249
2017-10-01,2017-10-31,New Mexico,Townhouse,308300,9
2012-07-01,2012-07-31,Missouri,Condo/Co-op,130400,42
2017-12-01,2017-12-31,Idaho,Condo/Co-op,195000,35
2021-10-01,2021-10-31,Nebraska,Townhouse,255600,108
2018-12-01,2018-12-31,Washington,Multi-Family (2-4 Unit),404600,123
2017-11-01,2017-11-30,Kansas,Townhouse,168400,88
2016-12-01,2016-12-31,Kentucky,Condo/Co-op,127100,204
2012-07-01,2012-07-31,Ohio,Condo/Co-op,111600,965
2015-01-01,2015-01-31,Vermont,Multi-Family (2-4 Unit),11000,1
2015-06-01,2015-06-30,Arizona,Condo/Co-op,124500,757
2020-01-01,2020-01-31,Kentucky,Townhouse,136800,44
2013-09-01,2013-09-30,Washington,Multi-Family (2-4 Unit),291200,97
2019-12-01,2019-12-31,Alaska,Single Family Residential,294700,457
2016-08-01,2016-08-31,Virginia,All Residential,305500,11373
2015-09-01,2015-09-30,West Virginia,Single Family Residential,176100,313
2012-05-01,2012-05-31,Oregon,Townhouse,191000,150
2018-05-01,2018-05-31,Virginia,Condo/Co-op,252500,1309
2018-11-01,2018-11-30,Kansas,Townhouse,184500,67
2022-05-01,2022-05-31,Missouri,All Residential,253300,6480
2016-11-01,2016-11-30,Arkansas,All Residential,154300,2053
2020-01-01,2020-01-31,Arkansas,Multi-Family (2-4 Unit),157000,23
2016-12-01,2016-12-31,South Dakota,Multi-Family (2-4 Unit),97500,4
2017-05-01,2017-05-31,Virginia,Townhouse,339100,2209
2015-04-01,2015-04-30,New Hampshire,Single Family Residential,224400,1057
2018-08-01,2018-08-31,New Mexico,All Residential,369000,313
2017-05-01,2017-05-31,Connecticut,All Residential,256100,4576
2015-01-01,2015-01-31,Alabama,Condo/Co-op,229900,109
2015-12-01,2015-12-31,New York,Multi-Family (2-4 Unit),120800,441
2018-04-01,2018-04-30,Connecticut,Condo/Co-op,178600,737
2014-01-01,2014-01-31,Texas,Condo/Co-op,139900,626
2012-11-01,2012-11-30,Utah,Condo/Co-op,201800,207
2019-05-01,2019-05-31,Minnesota,All Residential,264800,8202
2013-01-01,2013-01-31,Georgia,Multi-Family (2-4 Unit),64500,35
2020-03-01,2020-03-31,Hawaii,Single Family Residential,672700,652
2021-12-01,2021-12-31,Florida,Condo/Co-op,280900,9414
2020-08-01,2020-08-31,South Carolina,Multi-Family (2-4 Unit),389200,14
2015-03-01,2015-03-31,Texas,All Residential,204500,20969
2014-10-01,2014-10-31,Utah,All Residential,235100,3469
2021-04-01,2021-04-30,Illinois,All Residential,273000,16427
2017-01-01,2017-01-31,Michigan,Multi-Family (2-4 Unit),84200,138
